trade_date,hsgt_north_money,hsgt_south_money,north_holding_value,north_flow,north_flow_ma5,north_flow_ma10,north_flow_ma20,north_flow_ratio,cumulative_flow,cumulative_flow_ma52,yoy_change,qoq_change
20171220,1880145697.5130796,-280005812.5845293,-694724305.3633676,-1913280244.6577978,-411581075.17770356,-64902254.88356862,,,1880145697.5130796,,,-0.5803818612187095
20171221,155227865.00004697,-209147355.7645769,9944440631.447147,-1724917832.5130327,-865076650.3975031,-213978700.66253832,,,155227865.00004697,,,-0.9613591259843501
20171222,-407059664.24092567,950517414.2262702,8696072842.335028,-562287529.2409726,-884850617.683205,-246793757.89171752,,,-407059664.24092567,,,-1.1146174372020536
20171225,-1419890784.5753493,1147176333.9234562,-14161042705.954264,-1012831120.3344237,-994270891.0360386,-505998151.47589904,,,-1419890784.5753493,,,-1.3743030195451196
20171226,-1105643451.9800754,1243200892.168472,-777431032.377603,314247332.595274,-979813878.8301907,-551316891.1316626,,,-1105643451.9800754,,,-1.5880626450612527
20171227,-2013667527.5012863,1088642660.0672214,-9512199580.493269,-908024075.5212109,-778762645.0028732,-595171860.0902884,,,-2013667527.5012863,,,-13.972332818599785
20171228,-3425971228.8365774,1155413112.4583626,-16696214581.357239,-1412303701.3352911,-716239818.7673248,-790658234.5824139,,,-3425971228.8365774,,,7.416385925206418
20171229,-1960322459.9150233,1079178194.2680907,-4522557456.141732,1465648768.921554,-310652559.1348195,-597751588.4090123,-122851830.6463128,-11.93021513160124,-1960322459.9150233,,,0.3806149608198932
20180101,-2186098760.401559,1433232532.612386,-5708146397.040068,-225776300.48653555,-153241595.1652419,-573756243.1006403,-127227430.61208037,1.7745882267711055,-2186098760.401559,,,0.9772185657921793
20180102,-2118570555.713635,1911583691.009678,21724880196.59886,67528204.68792391,-202585420.7467119,-591199649.7884513,-156235447.28271878,-0.4322207659170136,-2118570555.713635,,,0.05209550572756183
20180103,-3543318741.9270916,1518588960.7557032,77615763.29445171,-1424748186.2134566,-305930242.88516104,-542346443.9440172,-303624349.4137929,4.69247011632702,-3543318741.9270916,,,0.034252334667259854
20180104,-4087701466.4522743,852972483.9768142,-18681416767.285103,-544382724.5251827,-132346047.52313939,-424292933.1452321,-319135816.90388525,1.7058026573342457,-4087701466.4522743,,,1.0852189117036741
20180105,-3976778876.7424083,-65130202.57483411,-10419874693.800312,110922589.70986605,-403291283.36547697,-356971921.25014824,-301882839.5709329,-0.36743588959054674,-3976778876.7424083,,,0.8191213264362878
20180108,-5127772454.164711,188865460.88143772,4060506009.2963305,-1150993577.4223027,-588334738.7526305,-370788166.95893615,-438393159.2174176,2.62548252230249,-5127772454.164711,,,1.4203925804290405
20180109,-4752074435.819039,-362817842.2054991,15181938405.716402,375698018.34567165,-526700776.02108085,-364643098.3838964,-457979994.7577794,-0.8203371820735842,-4752074435.819039,,,0.341136595923218
20180110,-5352713125.737844,-1439263138.6817405,-22283088873.264996,-600638689.9188051,-361878876.7621506,-333904559.8236558,-464538209.9569721,1.2929801618997914,-5352713125.737844,,,0.30946772157103664
20180111,-5644406875.531121,-1244973836.4162586,-25572532102.027794,-291693749.7932768,-311341081.8157694,-221843564.6694544,-506250899.6259341,0.5761841608751859,-5644406875.531121,,,0.4193413942478883
20180112,-6246113487.760518,1525922.3001368046,11214315568.405201,-601706612.2293968,-453866922.203622,-428579102.7845495,-513165345.5967809,1.1725394502811715,-6246113487.760518,,,0.2180949025317036
20180115,-4393835303.25158,-1509533.4698098572,-1376460590.1928577,1852278184.5089378,146787430.18262616,-220773654.28500214,-397264948.69282115,-4.6625764256417765,-4393835303.25158,,,-0.0753858419950687
20180116,-4407332527.989514,417735853.7560111,-13971726352.351082,-13497224.737934113,68948381.565905,-228876197.22758794,-410037923.50801957,0.03291701563226293,-4407332527.989514,,,-0.176617086613999
20180117,-5465043456.945415,458650533.0297936,-1211761287.1101446,-1057710928.9559002,-22466066.241514016,-192172471.5018323,-367259457.7229247,2.8800100493365095,-5465043456.945415,,,-0.03177719511384958
20180118,-4642498544.842226,409205706.4342223,-31928475643.979446,822544912.1031885,200381666.13777906,-55479707.83899517,-239886320.49211368,-3.4288946131475218,-4642498544.842226,,,-0.25673804135333633
20180119,-5863342194.813248,868743947.9281065,-7002255567.804287,-1220843649.9710217,76554258.58945408,-188656331.80708393,-272814126.5286161,4.475001589930368,-5863342194.813248,,,0.3344474223861291
20180122,-5654478599.808493,723606675.8337809,-3507162591.339339,208863595.00475502,-252128659.31138247,-52670614.564378165,-211729390.76165715,-0.9864648183863707,-5654478599.808493,,,0.282970722971041
20180123,-7614148723.688269,857302832.8697324,105722926.95237541,-1959670123.879776,-641363239.1397508,-286207428.78692293,-325425263.58540964,6.0218745843174215,-7614148723.688269,,,0.3932457781303824
20180124,-8942334772.586699,1018151735.9677392,-20869761250.029415,-1328186048.8984299,-695458263.1282568,-358962164.6848854,-346433362.2542706,3.833886090692343,-8942334772.586699,,,0.9261901078076915
20180125,-8745473536.717575,684106509.1462148,-9637696630.0275,196861235.86912346,-820594998.3750699,-310106666.11864537,-265975115.39404988,-0.7401490758918097,-8745473536.717575,,,0.4915509356513219
20180126,-8007006956.722164,1180127683.9144764,-18862654608.662468,738466579.9954109,-428732952.3817833,-176089346.8961646,-302334224.840357,-2.4425503939732494,-8007006956.722164,,,0.4160469113798304
20180129,-7835638675.532194,1092647805.566772,-6848928853.895461,171368281.18997002,-436232015.1447403,-344180337.2280614,-282476995.7565318,-0.60666278587044,-7835638675.532194,,,0.029089259992368
20180130,-7951286957.920435,714775225.8203497,-18495007573.134766,-115648282.38824081,-67427646.84643325,-354395442.99309206,-291635820.11034,0.3965503357731758,-7951286957.920435,,,-0.11082651677326871
20180131,-8252390653.509724,983030147.6055515,-13983877175.813873,-301103695.5892887,137988823.81539497,-278734719.6564309,-235453595.5791316,1.2788239434130593,-8252390653.509724,,,-0.05638149622632316
20180201,-9730912643.877151,533796156.7100328,-21635249120.55487,-1478521990.3674278,-197087821.43191528,-508841409.90349257,-282160558.87124383,5.240002345764102,-9730912643.877151,,,0.21529963648997552
20180202,-10450756852.27186,547886735.3945969,-6029545804.489662,-719844208.3947086,-488749979.1099392,-458741465.74586123,-323698898.77647257,2.2238080238011273,-10450756852.27186,,,0.33374665231893785
20180205,-10911395623.231647,543327237.0724952,-4509163581.311324,-460638770.95978737,-615151389.5398906,-525691702.3423155,-289181158.45334685,1.5929072745384327,-10911395623.231647,,,0.3722804473007466
20180206,-9854273397.012732,1086275019.988284,-14171333775.989414,1057122226.2189159,-380597287.81845933,-224012467.33244628,-255109948.0596846,-4.1437906842096,-9854273397.012732,,,0.19411135642515065
20180207,-9510655107.444271,1323624136.4282606,-11030406179.332842,343618289.56846046,-251652890.7869095,-56832033.485757254,-207897099.08532134,-1.6528286882321475,-9510655107.444271,,,-0.022634828252360295
20180208,-11273695262.807005,1311110657.0556886,-28014348461.70385,-1763040155.3627338,-308556523.7859707,-252822172.608943,-281464419.3637942,6.263811814465954,-11273695262.807005,,,0.07874438398748596
20180209,-10949611293.41221,1719993806.6558323,-16136300032.162523,324083969.39479446,-99770888.22807007,-294260433.6690046,-235174890.2825846,-1.3780551529348106,-10949611293.41221,,,0.003502363171508316
20180212,-11334693573.828527,2415097581.164489,-14103678459.01168,-385082280.416317,-84659590.11937599,-349905489.82963336,-347042913.52884734,1.1096099802202348,-11334693573.828527,-3587477118.244166,,0.15023128719612933
20180213,-12011615574.134487,2694002734.34042,11793992221.338367,-676922000.3059597,-431468435.4243511,-406032861.62140524,-380214152.30724865,1.7803703418144818,-12011615574.134487,-3828021920.6892757,-25.182148830099585,0.26296405856759963
20180214,-11399939285.29362,2699179044.26211,-24799597400.09398,611676288.840868,-377856835.56986964,-314754863.17838955,-296744791.41741025,-2.0612873638629954,-11399939285.29362,-4054144788.711077,-32.80344259252377,0.011198104928656916
20180215,-10368939762.797668,2043260928.0870304,2199044672.1671715,1030999522.4959507,180951100.0018673,-63802711.8920517,-286322060.89777213,-3.600838577590627,-10368939762.797668,-4272896291.648354,-11.30567948352351,-0.05303124604650589
20180216,-9437659643.681469,1510704096.549344,-1356603837.7596836,931280119.1161995,302390329.9461483,101309720.85903911,-178715872.44341105,-5.210953601287327,-9437659643.681469,-4503027597.225859,-4.731527017748284,-0.167365259395036
20180219,-10276877166.904108,1358091744.3720102,-9525888555.383566,-839217523.2226391,211563281.38488388,63451845.632753946,-231119928.35478076,3.6310911360893026,-10276877166.904108,-4744794751.812964,-5.477913103728854,-0.1444217388180422
20180220,-10586089542.755323,1053335643.2923687,4882897390.644945,-309212375.85121536,285105206.2758328,-73181614.57425919,-148597040.95335275,2.080878420373678,-10586089542.755323,-4988005664.45588,-6.136689304770549,-0.07139070850914042
20180221,-10254826111.351759,959849991.7996457,-8584736607.553482,331263431.40356445,229022634.78837204,-74417100.39074878,-65624566.93825302,-5.047857027616721,-10254826111.351759,-5255215603.716176,-3.817189699783776,-0.011005334591231208
20180222,-9279280984.2294,988174954.2481992,-7243545224.395994,975545127.1223583,217931755.71365356,199441427.85776043,-26690372.375591278,-36.550450229555736,-9279280984.2294,-5518423419.938598,-3.105326689508489,-0.016781560835169906
20180223,-9758455222.07469,1253021331.4265647,-12241352796.665081,-479174237.84528923,-64159115.67864418,119115607.13375206,-87572413.26762629,5.471748693060513,-9758455222.07469,-5781817771.77468,-3.4779910265728375,-0.05044547447730097
20180226,-9944114198.738506,1217771942.3970191,302751785.7000675,-185658976.66381645,66552593.63312034,139057937.50900212,-105423776.1603156,1.7610731034855833,-9944114198.738506,-6059216335.538644,-3.219365604177719,-0.06064329433677973
20180227,-11050449172.744534,1461022764.31012,-2295846669.1846027,-1106334974.0060272,-92871925.99784203,96116640.13899536,-154958110.74120492,7.139574487028394,-11050449172.744534,-6348978693.171713,-3.750788425133813,0.0775852318463055
20180228,-12246655796.825205,1493259971.7151802,-20952759831.152367,-1196206624.0806713,-398365937.0946892,-84671651.15315858,-199713257.16577405,5.9896205242286324,-12246655796.825205,-6652788682.929983,-4.4483404400810045,0.3197849938631028
20180301,-11434129974.431007,505526688.5382445,-26913427915.304886,812525822.3941975,-430969798.04032135,-106519021.1633339,-85160866.5276928,-9.54107039446315,-11434129974.431007,-6945626296.710789,-4.014196177476331,0.17171516538455367
20180302,-10077889945.860184,35858991.62886733,-14123274308.988792,1356240028.5708237,-63886944.75709877,-64023030.21787147,18643345.32058382,72.74660235324937,-10077889945.860184,-7175588520.621813,-6.360164352789512,0.013452756519896747
20180305,-10149900067.440517,-36184786.2319404,-20180265724.905087,-72010121.58033371,-41157173.74040222,12697709.946359063,38074777.7895565,-1.8912814666533735,-10149900067.440517,-7373764057.784132,-66.38710087546103,-0.08149434391546562
20180306,-9146367169.548492,-641032157.6524942,-11610886349.611742,1003532897.892025,380816400.6392082,143972237.3206831,35395311.37321196,28.352142104660885,-9146367169.548492,-7541827663.655431,21.46935270927519,-0.25315389594606097
20180307,-8784731144.500858,-341067792.65439194,1832703973.440363,361636025.0476341,692384930.4648693,147009496.68509007,36296198.14717064,9.963468448714769,-8784731144.500858,-7683459209.038614,5.186906232459373,-0.23170970033179028
20180308,-9429850899.105982,424307623.5174567,-15888837629.795078,-645119754.6051235,400855815.0650051,-15056991.487658119,92192218.18505116,-6.997551065646545,-9429850899.105982,-7843540121.483343,7.528835296965079,-0.06430304857818026
20180309,-9068455293.597569,1033688549.3661151,-11310380165.43283,361395605.5084133,201886930.45252305,68999992.84771213,94057799.9907321,3.8422715133037673,-9068455293.597569,-7979209116.985194,3.503452118955509,-0.1065473321567052
20180312,-7530418727.131599,926967113.9010111,-8456275124.473967,1538036566.465969,523896268.0617836,241369547.1606907,190213742.3348464,8.085833061201525,-7530418727.131599,-8058140799.644714,1.198039103115541,-0.17667653314826015
20180313,-7566244766.241551,1672330182.325987,-595184897.4370146,-35826039.10995197,316024480.6613882,348420440.65029824,222268540.3946468,-0.16118358021491205,-7566244766.241551,-8165946997.843302,2.8596939641091166,-0.1387050278735127
20180314,-6001601110.427546,1746663910.927043,-29670814672.359108,1564643655.8140059,556626006.8146626,624505468.639766,269916908.74330366,5.79676042934388,-6001601110.427546,-8239322043.036109,1.7453476572692108,-0.3635529156673579
20180315,-8621346214.51729,1578120925.3680234,-16412618405.073715,-2619745104.0897446,161700936.91773835,281278375.99137175,87379677.41401891,-29.981171613588963,-8621346214.51729,-8364375421.090025,3.069416612661839,-0.0493037749655052
20180316,-7799443710.142066,1271419593.5975535,-7246495529.3757515,821902504.3752241,253802316.6911005,227844623.57181177,81910796.67697015,10.034116840744979,-7799443710.142066,-8446223978.1710825,1.201169095473531,0.0357251027809633
20180319,-7712396641.903894,1120184750.3534894,2745913593.983938,87047068.23817158,-36395582.954459,243750342.5536623,128224026.25001068,0.6788670640278255,-7712396641.903894,-8515929654.622075,0.8867318724714752,0.019316302892345094
20180320,-8011403992.369761,926096341.082875,-14532709265.905766,-299007350.46586704,-89031845.22564201,113496317.7178731,128734277.5192781,-2.3226708241796,-8011403992.369761,-8593518599.15337,1.0145460033554419,0.33487778427164416
20180321,-7919643215.834259,1011304452.2706189,-28269098919.41985,91760776.53550243,-383608421.0813427,86508792.86665992,116759144.775875,0.7858979843646664,-7919643215.834259,-8647208421.49317,0.5444607354606825,-0.08139134901014056
20180322,-9907212130.435152,1091591442.7955513,-5691540096.86082,-1987568914.600893,-257173183.18357238,-47736123.132917024,-31396557.310287572,63.305313858396666,-9907212130.435152,-8746345684.851171,1.084818380738938,0.2702459942819042
20180323,-10126884018.272663,1093114452.8722584,-18505884710.183487,-219671887.83751106,-465488061.62611943,-105842872.46750946,-18421439.809898663,11.92479470141479,-10126884018.272663,-8838156663.553764,0.891916077022477,0.31306576781205653
20180326,-9769771446.760918,1311583537.7454333,-23620392327.016712,357112571.51174545,-411474960.9714047,-223935271.9629318,8717137.598879432,40.96672416386446,-9769771446.760918,-8917490597.615877,0.7308765406536382,0.2194830589077601
20180327,-8291877402.019402,1906906675.1386042,-16193706779.555521,1477894044.741516,-56094681.92992802,-72563263.57778502,137928588.5362566,10.714921833286429,-8291877402.019402,-8956832211.351622,0.32752589562575674,0.04700138327455328
20180328,-8810147620.293049,2381683742.8592663,-12417430720.910152,-518270218.2736473,-178100880.89175797,-280854650.98655033,171825408.8266078,-3.016260643946108,-8810147620.293049,-9041761294.371653,1.005115579496859,-0.11073392753667799
20180329,-9618641223.186237,1639234758.6343145,-17589816113.205612,-808493602.8931885,57714181.449782945,-99729500.86689472,90774437.5622385,-8.90662200290532,-9618641223.186237,-9141978769.27928,1.1824178598055446,-0.05018748058824085
20180330,-10120398266.770775,362274191.1833372,-34200138491.115623,-501757043.5845375,1297150.300377655,-232095455.66287088,-2125416.0455295565,236.07474152643965,-10120398266.770775,-9231504823.314384,0.8518422308076916,0.035888948059896064
20180402,-9204996149.0687,829434146.802974,-2075333410.011118,915402117.702074,112955059.53844337,-149259950.71648064,47245195.91859083,19.37555977711305,-9204996149.0687,-9319245161.8572,0.982767697212392,0.11012207522833362
20180403,-8876245039.409016,145994797.59526348,2097256365.4964027,328751109.65968513,-116873527.47792283,-86484104.70392542,13506106.506973838,24.340923825081305,-8876245039.409016,-9377185601.17635,0.5138541713054037,0.007502419024593809
20180404,-9406005243.176054,33612096.64892171,-4771986378.416206,-529760203.76703835,-119171524.57660103,-148636202.7341795,-31063704.933759786,17.05399291220086,-9406005243.176054,-9449330344.318035,0.6634611091276601,-0.02210665467983286
20180405,-8892737810.062698,-551444416.380758,-22048142076.323402,513267433.11335564,145180682.6247078,101447432.03724536,26855654.452164173,19.11208062449559,-8892737810.062698,-9473918595.97908,0.16792278858392007,-0.12130554789913417
20180406,-8795660260.714659,-1452434635.1707678,-12569707652.33277,97077549.34803963,264947601.2112232,133122375.75580044,13639751.644145489,7.117251976483579,-8795660260.714659,-9471097932.289234,-0.01640226133354794,-0.044468882085893724
20180409,-7827015270.181769,-1181703271.0683737,-9457631476.512703,968644990.5328894,275596175.7773863,194275617.65791482,-14829827.152508497,-65.31734864954518,-7827015270.181769,-9453435273.31739,-0.10502098744907173,-0.11820648985791227
20180410,-8529068364.059122,-802125690.9170502,-4246938141.2518444,-702053093.8773527,69435335.06997871,-23719096.203972053,-48141179.890878536,14.583213279539352,-8529068364.059122,-9463474915.766178,0.0652005687217081,-0.09323159582046159
20180411,-8856730510.65689,-1090380891.28041,-3944671725.607461,-327662146.5977688,109854946.50383262,-4658289.036384201,-142756470.01146728,2.295252513398857,-8856730510.65689,-9483111297.210884,0.1303137979438982,-0.004049067922036631
20180412,-9248838663.78905,-2385902037.352865,-18440344384.331818,-392108153.1321583,-71220170.74527016,36980255.93971882,-31374622.46358795,12.497621400455808,-9248838663.78905,-9508064214.631435,0.16318763399377723,0.05152295446181432
20180413,-10712353611.921167,-2659024261.4791064,-12034868770.169796,-1463514948.1321182,-383338670.2413017,-59195534.51503925,-145645495.08895507,10.048473845608857,-10712353611.921167,-9555371194.600887,0.29809094863501495,0.3686383943482956
20180416,-10416233334.856592,-2463122258.777833,-7926675955.675498,296120277.0645752,-517843612.93496454,-121123718.57878914,-135191834.6476349,-2.190371022306085,-10416233334.856592,-9568550438.658184,0.07042717533906284,0.22126273236943983
20180417,-10155178062.676702,-3202578043.1648974,2372009546.255623,261055272.17988968,-325221939.7235161,-127893302.32676868,-107188703.51534705,-2.4354737357422405,-10155178062.676702,-9562866231.165968,-0.028283003209562008,0.14660574243028512
20180418,-10150064606.03424,-3110898083.2753196,-5135012128.993857,5113456.642461777,-258666819.07546997,-74405936.28581867,-111521069.50999908,-0.045851933315643995,-10150064606.03424,-9548225250.066017,-0.06977393575359359,0.09744206543181044
20180419,-10384651739.409388,-3118553007.8618174,-4571015213.536077,-234587133.37514687,-227162615.1240677,-149191392.93466893,-23871980.448711775,9.826881932948554,-10384651739.409388,-9558424833.573647,0.053822166386964465,-0.030591024566916758
20180420,-11800022481.459803,-2828907258.061273,-13321760698.458153,-1415370742.050415,-217533773.90772706,-300436222.0745144,-83656923.15935698,16.918752072130285,-11800022481.459803,-9602451129.22779,0.2407160545884559,0.13284928458472
20180423,-12220667804.225163,-2769117073.8541965,-560209913.0351562,-420645322.7653599,-360886893.8737141,-439365253.4043393,-122544817.87321225,3.432583523854672,-12220667804.225163,-9620662139.639679,0.08399841572286504,0.20339276463696376
20180424,-12563382320.751932,-3255651544.2949743,-10978430825.307344,-342714516.52676964,-481640851.6150459,-403431395.669281,-213575245.93662652,1.6046546734562215,-12563382320.751932,-9651696197.85775,0.14738158132705959,0.2377637786938782
20180425,-13365659589.97355,-2657365793.4627285,-24649670609.703964,-802277269.2216187,-643118996.7878621,-450892907.931666,-227775598.4840251,3.5222265886303266,-13365659589.97355,-9690753236.62977,0.17918137820985858,0.2870590102941386
20180426,-13526945301.63956,-2736630579.9762135,-2198634660.7155647,-161285711.6660099,-628458712.4460347,-427810663.78505117,-195415203.92266616,0.8253488389257434,-13526945301.63956,-9719894192.927944,0.1261553633774417,0.1463491127150902
20180427,-13122894444.825022,-2750282849.731179,-8768440608.39975,404050856.81453896,-264574392.67304382,-241054083.29038543,-150124808.90271235,-2.6914329468114904,-13122894444.825022,-9753027945.995857,0.1511372224371479,0.07382793273276955
20180430,-11236708543.61449,-3216916829.2677774,-17914490463.62221,1886185901.2105312,196791852.1221344,-82047520.87578984,-101585619.72728948,-18.567449864203912,-11236708543.61449,-9769715807.165411,0.08368924891725738,-0.10559845615348895
20180501,-11062130730.782652,-3438557954.8635325,-18069486550.931618,174577812.8318386,300250317.9938561,-90695266.81059495,-109294284.5686818,-1.5973187758242917,-11062130730.782652,-9800955635.76351,0.17212647504074474,-0.17234681488663117
20180502,-10804580340.059887,-3880959311.876983,-9999740956.664246,257550390.72276497,512215849.9827328,-65451573.40256462,-69928754.84419164,-3.6830398495813825,-10804580340.059887,-9811103773.708815,0.05134859204654174,-0.2012549693129685
20180503,-10879026255.826054,-3967432341.8386946,-8422983554.315417,-74445915.76616669,529583809.1627014,-49437451.641666606,-99314422.28816776,0.749598236096633,-10879026255.826054,-9816737172.037096,0.0276718529432054,-0.170988816410379
20180504,-12797797471.125095,-3111578101.767523,-13384434309.03805,-1918771215.2990417,65019394.73998527,-99777498.96652928,-200106860.52052182,9.58873279160893,-12797797471.125095,-9865640467.417355,0.24797800880878418,0.1389275980106941
20180507,-12824311346.574312,-3797528673.233201,-12276086881.460325,-26513875.449216843,-317520560.59196436,-60364354.23491497,-249864803.81962714,0.10611288602438272,-12824311346.574312,-9933814128.231678,0.3820371824465567,0.15929848043542205
20180508,-12764081136.633286,-4604309372.171572,1682676381.8038635,60230209.94102669,-340390081.17012674,-20069881.58813534,-211750638.62870818,-0.28443933076696254,-12764081136.633286,-9991614626.588575,0.3080022243438225,0.18135834385979832
20180509,-10300839024.147999,-3868724208.4247675,-1645575306.6287403,2463242112.4852867,100748263.18237762,306482056.5825552,-72205425.67455539,-34.114363144781144,-10300839024.147999,-9998474719.38491,0.03587296146043317,-0.05314696537003183
20180510,-10493199988.929121,-3973386047.0007005,-10685484074.064701,-192360964.7811222,77165253.37938651,303374531.27104396,-62218066.25700359,3.09172200862911,-10493199988.929121,-9987758388.926922,-0.050427740547401845,-0.18007766472283215
20180511,-10191652646.595509,-4307922416.330659,-2816877368.2397766,301547342.33361244,521228964.90591735,293124179.8229513,26035048.26628294,11.582361563129332,-10191652646.595509,-9948239097.576351,-0.1678011682799504,-0.2052865552645875
20180514,-10226364416.300753,-3787970072.632621,-22596876334.836296,-34711769.705244064,519589386.05471194,101034412.73137379,9493445.927791977,-3.6563930494011316,-10226364416.300753,-9925012836.843077,-0.10562811169988962,-0.19881703141554086
20180515,-11395042453.920284,-4090777842.501053,-9694780445.23625,-1168678037.6195316,273807736.5426003,-33291172.31376324,-61993219.56217909,18.85170742660574,-11395042453.920284,-9950342692.767311,0.1306972506284576,0.106224689775966
20180516,-10252219639.405264,-3177772985.727585,5790399930.044785,1142822814.5150204,9723876.948546981,55236070.065462306,-5107751.668551159,-223.74283024593248,-10252219639.405264,-9952310376.843554,0.010080845258070514,-0.022965382321703975
20180517,-9500286606.71849,-2838810050.0579505,-13580802881.985928,751933032.6867733,198582676.4421261,137873964.9107563,44218256.63454485,17.005035700555794,-9500286606.71849,-9959116519.866055,0.038695083043278844,-0.06783649952080806
20180518,-8709254659.675444,-3082765754.1308017,-18927444877.80138,791031947.043047,296479597.384013,408854281.1449652,154538391.08921796,5.118675957913714,-8709254659.675444,-9957665049.004028,-0.008591780850648156,-0.1483527962495691
20180521,-9618642114.470182,-2004111647.49805,-18063259423.294823,-909387454.7947388,121544460.36611405,320566923.210413,130101284.48774901,-6.9898422477171716,-9618642114.470182,-9961295649.299492,0.020020593897417838,-0.15589238448505816
20180522,-8215847803.534083,-2306969108.999719,-20755347737.664783,1402794310.936099,635838930.0772402,454823333.3099202,217376725.86089244,6.453286594415816,-8215847803.534083,-9944899351.413658,-0.09401904320633703,-0.19862741020922092
20180523,-9617698866.326365,-1935921422.9950657,-19388857720.86867,-1401851062.7922812,126904154.61577988,68314015.78216343,187398036.1823593,-7.4806070082192475,-9617698866.326365,-9985039354.09048,0.2771798242340009,0.012358812367285976
20180524,-9030841772.526094,-1786275132.7918198,-14542091112.931602,586857093.8002701,93888966.83847924,146235821.64030266,224805176.4556733,2.610514148529785,-9030841772.526094,-10013204681.134413,0.1935698687437606,0.036924757102307026
20180525,-6840386146.716116,-1135404488.0924208,-22264133567.84576,2190455625.8099785,373773702.59186554,335126649.98793924,314125414.9054453,6.9731881658455634,-6840386146.716116,-10029335162.6015,0.1397602107929523,-0.2888407671987804
20180528,-7830922471.846805,-354648889.7289945,-9240923626.720135,-990536325.1306887,357543928.52467555,239544194.4453948,170289303.5883843,-5.81678534269521,-7830922471.846805,-10014134706.011684,-0.09168217155454317,-0.04685156552214875
20180529,-8397220201.449576,-338646815.1961112,-1053892503.8730183,-566297729.6027718,-36274479.583098605,299782225.2470708,133245526.46665378,-4.250031836862412,-8397220201.449576,-10025630407.767597,0.07664347785857939,-0.12689923877217102
20180530,-8297568836.361936,-715355750.3692029,-19034644405.103527,99651365.08764076,264026005.99288577,195465080.30433282,125350575.18489757,0.7949813149293543,-8297568836.361936,-10036883719.199482,0.07587423490107015,-0.081196521280546
20180531,-8801044490.478134,-485369678.8996446,4631585847.843927,-503475654.11619854,45959456.409592055,69924211.62403564,103899088.26739597,-4.845813976927761,-8801044490.478134,-10052069113.393875,0.09856455857930069,0.2866297752361944
20180601,-10351707921.544268,-824227363.7756977,-7314128620.577173,-1550663431.0661335,-702264354.9656303,-164245326.1868824,122304477.47904138,-12.678713510973969,-10351707921.544268,-10098839588.503681,0.3070927110513544,0.32190146930454455
20180604,-10283144946.738241,182466259.9876138,-2033968079.845316,68562974.80602646,-490444494.97828734,-66450283.22680588,127058319.99180356,0.5396181439393296,-10283144946.738241,-10106069065.74028,0.037945368621735254,0.22458917356521213
20180605,-11345448660.464346,250733925.52898252,-20192883931.078587,-1062303713.7261047,-589645691.802954,-312960085.69302624,70931623.80844697,-14.976447128785441,-11345448660.464346,-10129503001.167042,0.1203296729766965,0.36732202940527237
20180606,-10871856229.829165,68073149.87292817,-4500975205.1288395,473592430.6351814,-514857478.6934458,-125415736.35028,-28550860.284058284,-16.58767637553876,-10871856229.829165,-10150696939.30297,0.11280558496930171,0.235291588582633
20180607,-11791280464.062967,160413302.80538237,-25068875560.82869,-919424234.2338028,-598047194.7169666,-276043869.1536873,-64904023.75669231,14.165904993509745,-11791280464.062967,-10217993152.034578,0.4220278342744579,0.13906618631719891
20180608,-10241346059.045427,-513149841.95946586,-3387140262.4894257,1549934405.01754,22072372.499768067,-340095991.23293114,-2484670.622495937,-623.7987405592527,-10241346059.045427,-10245516198.933662,0.16244886015936855,-0.00406479612115862
