,农林牧渔,采掘,化工,钢铁,有色金属,电子,汽车,家用电器,食品饮料,纺织服装,轻工制造,医药生物,公用事业,交通运输,房地产,商业贸易,休闲服务,银行,非银金融,建筑材料,建筑装饰,电气设备,国防军工,计算机,传媒,通信,机械设备
2012-05-31,0.04886933865524469,0.06372437777815676,-0.023658500277507776,0.0774502711188077,0.021587465500658327,-0.12776500529277313,-0.03067977354040239,-0.007892301772881435,-0.05360635034269075,0.04657932108760799,0.016770707412646288,-0.007525303337394257,0.0065901683775190355,-0.09809576384360878,-0.01743282533592693,0.0013793574554269471,0.05781646786778602,0.14106009959162683,-0.001174117563425327,-0.002381911132824284,-0.006805016129911042,0.009698803347332488,0.015510848811571509,0.03630134224614752,-0.025061415750456704,-0.006513715294266951,0.050218968830583424
2012-06-30,0.007333679856940839,0.024551121721690224,-0.09009335612755592,0.08349760032131169,0.0007203667406066683,-0.040622535497040424,0.08858175007561543,-0.006433720332716738,0.0470383845727212,0.018846930014483308,0.13660892418885182,0.044561103539560644,0.022964334397160554,-0.0015663145203398616,0.003573476337710533,0.02225539105348388,-0.01319497460503994,0.01946906897249222,0.031798912077314945,-0.012997379087719996,0.02724528706323646,-0.03113595119956604,0.05816180440965217,0.022770047699784565,-0.037519475886150164,0.0287442320419313,0.030344588149813778
2012-07-31,0.022150141097328418,0.04212819416546988,-0.005270265530173204,0.005970035467213624,0.003721885894458996,-0.018285716522473013,-0.0009711656018940237,-0.021474592668004455,-0.05391206619584385,0.04144205797751135,-0.1424479824573129,-0.010976542431331913,-0.07398130706334956,-0.05111131733624141,-0.1374670812268514,-0.01032306375429697,0.05742933467489039,0.01591041337129168,0.011364131066634465,0.04498222338451739,0.03567392659608752,0.059570002015431806,-0.001192859916598211,-0.010326018352177967,0.014115447775291955,-0.029111386675027412,-0.023028185416361445
2012-08-31,-0.019632300901186527,-0.006828319080218103,-0.04359590639182709,0.09169584140720505,-0.08404357795519217,-0.07813851438865611,-0.025389057377223287,0.01787749522484303,-0.04081235412007511,0.014589281220161286,0.01823326946079315,-0.025246041420363928,0.03488268701187425,-0.015445954102275887,-0.06862323770452664,-0.05921631748766011,-0.048901709571457355,-0.030033917273597603,0.011939911952151473,-0.00041457061662584626,0.016812206070038624,0.004958792262303074,-0.0022928052811035564,0.047829023797617415,-0.007059094482284752,-0.011183939694397328,0.050662702578505296
2012-09-30,-0.0007307531731964361,0.06700016961888101,-0.06753893907140913,-0.03543923814895738,-0.08237237158736503,-0.08812624476354478,0.04119305059634828,0.02818061461033638,0.06804750198680004,-0.005612943924278374,0.02451233681708806,0.05817133917109799,-0.03130430993916091,-0.07410796016761384,0.03967186119179373,-0.024062438298182276,-0.0767089382744441,-0.020993650860337325,0.03571064462127265,-0.03819248876894865,-0.028653459708165335,-0.02776763628694437,-0.0032742343386240646,0.031208728681769077,0.05860515267530671,0.0228743923034081,-0.1213220303102828
2012-10-31,-1.772766068249801e-05,-0.046332206430747855,-0.07224842864022146,0.044509113545677464,-0.11352958954582992,0.03586930953366444,0.05913470971364777,-0.008512854541286956,-0.009306002851907852,-0.0038216350537215982,0.06655334929976181,-0.04360755542722527,-0.1092620358737664,-0.016803123425162,-0.0029348204923898176,-0.06537871839504726,-0.012294541189091967,-0.02606878104301274,0.047423927149101854,-0.051417478064671784,0.025499532121743784,0.03048602283194483,-0.0006139279094063625,0.03476407095824653,-0.06246208334058502,-0.03170334101134143,0.04239029907411935
2012-11-30,-0.0020671440158329074,-0.00334204867432197,0.08721547641225165,0.02942832123641721,-0.06214415522609319,0.03251359604112099,0.01080419311428225,0.018037780102224666,0.012371225543256873,-0.13370081785679505,-0.05077332963204723,-0.030473796155247094,-0.004064029350720328,-0.04817920991917124,0.04335110279553986,-0.05062938738249635,0.016673083829726192,-0.138276991654321,0.020485309186556364,-0.07725027405933922,0.028033881989105506,-0.046526982361868016,0.0014802086700281486,-0.04279409566520741,-0.03966498559624643,0.06531892983141549,0.0881384265982462
2012-12-31,0.054644049478407244,-0.027049867755080698,-0.07913891615603534,0.0622023664043994,0.023385404375806024,0.01751212641227365,-0.03891942740443244,0.03639342558806058,-0.010623984483720069,0.01575020135038334,-0.0661841898065271,0.04130862975761852,0.04211090357927279,0.06925106041725052,-0.02965966544157619,-0.0031068981488935037,0.026382532891639287,0.030124274410299016,0.04499253645875251,-0.04697884908765843,0.00014192536201349318,-0.04331063557925534,0.0021256278332335795,-0.028118553733275858,0.019139594124718953,-0.06507618270522478,0.05347338430630114
2013-01-31,0.010659404875224153,-0.007687228734329212,-0.060441919446108945,0.024893620025657995,0.04412800759549273,-0.06110610077234849,-0.022778185745552126,-0.01813037297878566,-0.04633106929206358,0.01756289918196987,-0.10000509168943728,0.0799460449116775,-0.018490764770294994,-0.045314217978605784,-0.024708140498019473,-0.005089229787608402,0.09194597023544511,0.11198874250030354,-0.049078573021125366,0.026505823601643306,7.410920194401028e-05,0.0035804018964163014,0.07251857976486997,-0.02163227900228384,0.012246681161464703,0.08196582157935545,0.09709229669176989
2013-02-28,-0.04916703381929166,-0.05023080482192268,-0.04717650721439165,0.07507924753619123,0.04686183508712374,-0.10971630870171237,-0.009154536868330976,0.011018745356775815,-0.06744285244040514,0.11819798994022271,0.010229829566037293,-0.02252824223933079,-0.01480902452445058,0.054623671618412105,-0.09909028147706912,0.02984857841265882,0.02145370591115787,0.04703641144859361,0.006230272802852302,0.009904063143081777,-0.0010483212781540975,0.09483349210227003,-0.015661118543377452,0.0034958319612798695,0.043328337239661466,0.034643184651074146,0.046317972439321196
2013-03-31,-0.01870902380615404,-0.030648762702931785,0.05985621829626328,-0.009697434458583485,0.07600544315278579,0.0777570885639324,0.0033165337390721394,-0.03781310349588085,0.054974372665214384,-0.1071716664109213,0.0001641028406777524,-0.020973998560174904,0.028098069707952745,0.01647338624739603,0.07939990654416207,0.056511828657948696,0.06138676498562351,0.04063991544052263,-0.023437940824116956,-0.03602216624326769,0.027800702929277617,-0.041878960320268895,0.013368240822361266,0.09917064450086195,-0.024333141837428327,0.03312651295187696,-0.01934032636867207
2013-04-30,0.012856444285938125,0.05447710029996225,0.1017061371129858,-0.06341128945737648,-0.006947559294677733,-0.02733348025656622,-0.0675732887745842,0.036306213645961295,0.07176782942762888,0.06134234826803704,-0.09563467337520284,0.015331343879395852,0.014362770903961854,-0.05566114863449279,0.014340146504448571,-0.025570308302793995,-0.052231665164352514,-0.06256601738317824,0.03601724560069785,-0.030072429080145433,0.044872806211922724,-0.0947607069343832,-0.04794827102141495,0.010226830903520796,-0.00411646482757008,-0.047305218906125615,-0.06837283423447829
2013-05-31,-0.016577723107324527,0.06516014816778495,-0.0021147275520653113,-0.08132816064290448,0.0211829525653309,-0.05863753140747449,0.06078291043436397,-0.019438643667141417,0.1344131443989294,-0.050099108504631035,0.12083528144018277,-0.022744238952136925,-0.020007689982001045,0.05827292534395773,-0.025195935859666948,-0.0025872623770861122,0.03561568775277689,-0.03472502260079749,0.10045926458024851,-0.10925353700793682,0.025555938113407787,0.02617675404083522,0.013781264656878532,-0.06205240820073736,0.017240833478344948,0.04706412949116066,0.0001668056713561069
2013-06-30,0.014754371186204129,-0.014657717794761141,-0.025976659138677857,0.019586415412502688,0.09937624377715007,-0.03933611748055128,2.9617021748502316e-05,-0.026488446688548387,-0.011951863589536819,-0.04886640951888855,-0.06432488667688505,0.03056814111864848,0.03450016251519488,0.0033925577647579155,0.014710891446666327,-0.030371279753565936,0.04340496291019533,0.10528543026390652,0.023750070819587986,-0.012978744457076353,0.026934926840053528,0.02222019225914371,0.05580782690815724,-0.008266248496899428,0.015606685138028485,-0.011014579726094518,0.11948326850842408
2013-07-31,0.024125605926137616,0.015232641582183312,-0.09345333490609213,0.16283912674042778,0.03058353511904515,-0.016084154039010725,0.022374008030776937,0.020677335667763617,-0.02677492732862951,-0.08730124789689606,0.05781754609630916,-0.019833245487842814,0.019410588905727427,-0.022268773196937236,0.13045194738725527,0.035433202437586866,0.0003839905829655637,0.08471062619124954,-0.016889611233841233,0.018306109726278996,0.04431521805852797,-0.01162747199430644,-0.05065967499289318,0.008883625884473962,0.0037607769933099043,0.050719870398362774,-0.02255276559930576
2013-08-31,-0.06187511091040352,-0.04524471604465916,-0.0078022476457593306,-0.011346394949646326,-0.02328765968762114,0.07258562447279422,0.039385503695909325,-0.03444344143655427,0.010471917714303587,0.05240728118624116,-0.06718402528451187,0.040250210494847644,0.0021556818601404203,-0.0107386918852026,0.06594886239102749,0.032877164097815645,0.042503521870079226,0.061059806680093476,0.03732942310678188,0.023373718406854625,-0.039055489360608285,-0.016591259538077077,-0.020562022648907115,0.03266876554399311,0.03899644684052975,0.04460894297354068,-0.015424378844133071
2013-09-30,0.013901462589282916,0.07559771963035154,-0.03182897828812138,0.013254094416442649,-0.013971733255590844,-0.04236666982626366,-0.01678558155935922,-0.028533022544497525,0.04938265066842286,-0.06556556971331383,0.03066640642129591,0.004587320528739785,-0.027318987586698016,0.008206866653668016,-0.05265923920178754,-0.12781050104315467,0.09732996792432579,-0.013297421600157826,-0.04387155392562348,-0.05006319959731,0.027507444470946166,-0.07171645031289035,0.05520644060407183,-0.02908252978590369,0.06127548248093495,-0.00805314114736546,0.013001236699198568
2013-10-31,0.001522063782609994,-0.0543668267038647,0.05557467608581205,0.04659518863684671,0.048673947507487485,0.08650970592262584,-0.002784343276796301,-0.040787837567758306,0.18910495911843037,0.0485273673468015,0.13678094170962726,0.08488244300893497,-0.10296280730351354,0.024085421636517904,-0.02142002375910609,-0.03404795626905635,0.05139696458212019,-0.0580432005092168,-0.0784883833715259,0.11234275133261917,-0.04960670131388065,0.07022664360898154,-0.01795438150027333,0.10372666862147446,0.07914410993883403,0.01976835560357182,0.03399546815600338
2013-11-30,-0.037013296815082176,-0.04033005215285905,0.03500409863819293,0.09447757805066616,-0.05651776598580984,0.0339209182391242,-0.04058989559873417,-0.025169107376346377,-0.0437819895560971,-0.008353136910554816,0.01604531438883907,-0.0146812378270838,-0.018809240596629497,-0.05998170781813561,-0.02932753657844962,-0.08779876290001502,-0.027816446100707114,0.07389025400591931,-0.02109877208072712,-0.05554574856485032,-0.018438010753506148,0.04295167475635218,-0.017093634922002974,0.005788559938596081,0.0462703800985793,0.07665798054304968,0.05375433341503032
2013-12-31,0.020019366813298013,0.1015926561933087,-0.030212540860451557,-0.028648794349620338,-0.0023294771532975283,0.12640147623233608,0.0634336890160726,0.03622647784994047,0.07934976965153089,0.05443422705453053,0.10849493451918643,0.037806651189438656,0.021387766700038943,-0.01651412199710503,0.07171348645544796,-0.06982559532374459,0.07127634086260737,0.03778712480243618,0.07504611395354774,-0.013830032338202458,-0.010137470706566464,-0.006523492348454576,0.02241696196564468,0.04528125584910636,0.05140823652281633,-0.001579724897165482,0.014990597934339281
2014-01-31,-0.03064208931421778,0.03130830768769077,-0.06072340413920071,0.1324992565166795,-0.04028070848479193,-0.02199416747638333,0.06386726459939536,0.003105510026504224,0.06204204164142738,0.022930239823983456,0.043814730969726434,-0.07607876308438027,-0.00017056397512248307,0.004476719147750006,-0.10813228680663166,-0.07912058659568331,0.07096580341376711,0.02551222763562392,-0.01781005403028366,-0.03344535215956327,-0.020715465873542813,-0.005433334716951327,0.05407415191731682,0.017810070701422792,0.050096780944703156,0.061733714867366944,0.08870638835287173
2014-02-28,0.04934433439968221,-0.09670319634684035,-0.02580831311838279,0.10645118446768752,0.011510950686421752,0.04684004800923996,0.021157348924902272,0.037710320673784166,0.08992555876270375,-0.05146779751531246,-0.10281319745702594,0.004594142040106001,-0.011083591923015546,0.1181511715313457,-0.028384162375851184,0.0312990891050625,-0.00899711177117735,0.043601036034980736,0.05496438683512029,-0.09649009382148752,0.05975756542292943,0.00041311417888782774,-0.01804732316319486,-0.039467814505630916,0.04951061278732641,-0.024912041637997782,-0.0010194775279038816
2014-03-31,0.015540374140702655,0.04672725943649169,-0.04851728414098548,0.03623902291122767,-0.06553474181386174,0.0777263407735284,-0.028152093542600447,0.015707797548739418,-0.11091497320916738,-0.00636522389226416,0.009303102873415299,-0.1219066004540845,-0.04404284398255204,-0.03229347188717179,0.04597399236179886,-0.02277418104644409,-0.05001754898093283,-0.07474845529132393,-0.046071635247640325,-0.020571707826967878,0.043558883183763525,0.023712789400553748,-0.005313526881150332,0.00988766971622653,0.012405900379706594,0.10698160072630905,-0.04622220660546079
2014-04-30,0.004476285445188187,0.07858353029345098,0.01229035274063068,0.0067924961485575095,0.029832524077123775,0.0020161347423754677,0.0023055467731553834,-0.03471238052040604,-0.10965833762750898,0.019430609143584562,0.00020542444508068157,0.03085543130303192,-0.013841458270247225,0.029859246771731705,-0.0699835054040443,0.0005236144341900333,0.011037962423039897,-0.01530394885210358,-0.013298160351719084,0.018036925570035493,0.037106120508377936,-0.022694611614168508,-0.011009620357995843,-0.00856147629045511,0.01867879310979014,-0.020143246586370622,0.008417988187845973
2014-05-31,-0.022515869077497957,0.07967986785103878,0.0023115793819658845,-0.020569504517005385,-0.08026181216779961,0.04606425637036442,-0.036201013523807495,0.0014105329729601477,-0.048087920809434935,0.0002163456363442045,-0.01929953541462817,0.03405086116618434,-0.08014271408137849,-0.012048291902689238,0.0590245464541351,0.018956914382015064,0.05088706989815414,0.030316955405245014,-0.011990690481025652,0.01736813923443057,0.02693296749270601,-0.007500107727095588,-0.055359242992644345,0.027983219061460098,0.05471684822035787,0.058805338028700214,-0.111001058754508
2014-06-30,0.006005578570472051,0.04316518839270024,-0.05567311273635354,-0.010411984630909185,-0.03339393415916635,0.06858979336140614,0.0015251814272918029,0.009609072894127681,0.018697790451957463,-0.004316021146182843,0.03035475043848428,0.017012930549576505,0.024924733286336747,-0.01571305182320238,0.023996898464810207,-0.0965629947460088,0.034551519773631245,-0.08429556026214384,0.04807510182510145,0.02343992003882948,-0.02256312429989369,-0.002347250466437685,0.004103846833438878,-0.114447681601852,0.0022110458879905197,0.08077014388339815,-0.016585628923156886
2014-07-31,-0.03483002528096671,0.04267739541584839,-0.0014398044459626538,-0.09471937053252971,0.03948933627504619,0.034918179801415955,0.007511440160829699,-0.042103934809207044,0.006637938433535445,-0.020952143975070676,0.030324171066602946,-0.017394787638260814,0.07417035917864818,-0.04397907664931995,0.025541069366669358,-0.04497637511404044,0.1283354636676266,-0.04435174876931777,-0.01733946998625642,-0.09288890629610264,-0.0037102355765202015,0.12392758718433271,-0.001425439766517096,0.030732471719520843,-0.07200618796050218,0.040429771460414585,0.0367880937578942
2014-08-31,-0.03258047649865791,-0.04463045767636579,-0.04640084690400314,0.08513391824196466,-0.09758515003231512,-0.04296916455835416,0.013465559478931998,0.013836414873310582,-0.0523696707322738,-0.01859598725554997,0.07380443741665452,-0.0014150174782033395,-0.034132847202053854,-0.08268803180590346,0.026328473515741843,0.026918810281735026,0.01374763873148232,0.08643949129672598,0.0002488771648354155,-0.09167850618693091,-0.00022226575541902781,0.009387866458070951,0.012924417330189519,0.030733997965122484,-0.012821891439088157,0.012358103337866128,0.05367026158431947
2014-09-30,-0.021353179163495512,0.03687984367126195,0.10169160700948987,0.05649099086386843,0.03421269013842216,-0.008351205289691868,-0.017987160960603973,0.027932777545439418,0.021695313525717012,0.0036863204604427793,-0.04732772795081249,-0.031759100485346886,0.029568592435583546,0.001370722911544295,-0.06504432167428113,-0.07568298533188163,0.04788033263784729,0.023355604201766987,0.009286514817792723,-0.023896957515173015,-0.034181383309712994,0.0024775290189012434,-0.005297375339176982,0.04924131973791056,-0.0256965226026007,-0.026281371884110054,0.08282318685020088
2014-10-31,-0.0143816455249842,0.10037216327719194,0.003217128762733579,-0.0457946768906527,0.013968024441986936,0.0016951193286423114,-0.030253159094723293,0.0010500156209669203,-0.0025583737430662076,0.01988308346895893,0.04159531710924153,-0.007734330438512734,-0.08654416432664058,-0.05123230041036137,0.039777629271435674,-0.04166704386987752,0.04035993114491472,-0.021184360937972747,-0.025288789828567318,-0.029177996169873346,-0.045756045935516576,-0.07980211229143008,0.058954151212920684,-0.01008145837122832,0.08725236974420561,-0.0065600161624519045,-0.04015339818090555
2014-11-30,-0.003095092557966927,0.02521174222724737,-0.06465802138942744,-0.048374101115049646,-0.01597003549891666,0.12616405716860374,-0.03741119624267874,0.023088200434858337,-0.033656047507111785,0.079841265220459,-0.027503844801305348,-0.0509395666633721,-0.04301750097203503,0.010163308223383382,-0.04731271521770028,0.05604602083317281,-0.003826724180316595,-0.017740831143754784,-0.000574815576283829,0.013483906738415275,-0.007610629454715938,-0.049594191556543765,-0.016518782903252194,0.04086218831563189,-0.03197908920891475,0.03672780239481416,0.03261727172129485
2014-12-31,-0.02161066550462696,-0.012497444164497593,0.04733497824266156,-0.016983006461765728,0.036725496599701875,-0.055606845252164805,-0.01807912999779105,0.012033025960486238,0.014650769942207464,-0.012021503209555782,0.03270798421172534,0.0028495478353042277,0.03689570883945598,-0.06114052305466611,0.006480129874997705,0.019190370196165134,0.08188683421238487,-0.03723836690631339,-0.014639523373339,-0.08306938913828549,0.013960737924620872,0.03406748155941571,0.03331983005864746,0.013143499979208237,-0.03865956657304781,-0.07996783608004154,0.06450630963528947
2015-01-31,-0.051162325005467364,-0.09609128402567282,0.06918708542988872,-0.018783891839400078,-0.05325173594629225,0.01570688097549168,-0.010042923936928254,-0.04700258999210468,-0.12087050928997632,0.08071218081068511,-0.039866374987791955,-0.007954692088052162,-0.07048021958960182,-0.04443514903986738,-0.005062023534797752,-0.010690106769561922,0.051041333018339866,0.021893395034683925,-0.04592633821489018,-0.03411553818098622,0.015025272228243432,0.008723782976415993,0.014951304692392177,0.028682024978131132,0.021450137843941456,-0.003842242920165863,-0.001865734562380563
2015-02-28,0.014196858983591855,0.0023545361317919124,-0.09133647540689806,0.03929340026585818,-0.05735341393238062,0.04774777604131224,0.05198111370671178,-0.027751407500403714,0.05849581724515627,0.021321858058548526,-0.11933274385147327,-0.005559980037119783,0.04846599684461345,0.013691493949536174,0.12319434093188089,0.004171217648395069,0.06004923284528886,-0.06770606702606624,0.030502702804714555,-0.046795879969519005,-0.01212387720680519,-0.042145605833740434,0.016665314221349595,0.02761353798877763,0.0016844094030544331,-0.03145684067987373,0.005084692655321953
2015-03-31,-0.05923676953109363,0.09386922056766848,0.0031295017206879406,0.029321885434003988,-0.021682422674499685,0.03109617821604148,0.017805483956003676,0.0024851636957115243,0.06711736165797973,-0.03506199939343513,-0.08165719966129453,-0.04208262993414155,-0.019619476569379336,0.03992876802772453,-0.07332019857570082,0.06573132542332377,0.05731635803446168,0.05660692849017105,0.0733169833927357,0.0004883553290875231,-0.0046546640598928825,0.0059605619487024634,0.06052961290233467,0.031111212488939426,-0.023533953068663595,-0.04571170304331436,-0.031215535811954354
