,沪深300,中证500,创业板指,国债指数,工业品指数,黄金指数
2013-04-30,0.0267849009172836,0.023935221829660215,-0.014971951780323216,0.009228499323474987,-0.061460802490758394,0.0032762473866999016
2013-05-31,-0.02203193449594025,0.02758434839792087,0.019946214167587364,-0.007676204293825944,0.0023568080541073373,0.009942542823035649
2013-06-30,-0.0065846874896638395,-0.032861085081582066,0.058349147216473274,0.0015762051497870651,-0.04344064799049827,-0.00033081235771827405
2013-07-31,-0.022085330611469847,0.12194647066868539,0.12302117713017466,0.004202956317118989,-0.021073444312086367,-0.013209860206407086
2013-08-31,0.10061390922544688,0.03842997525470725,-0.07464708491787944,0.008144388340587491,0.006895946852656561,-0.012405768237211765
2013-09-30,0.007325138763103304,-0.06147820983215891,0.16131233622593869,0.010116148780888897,-0.029416534611358094,0.0030174018935200486
2013-10-31,-0.04488554644779502,0.04939321651802978,-0.12464614596657515,-0.008246420918378693,-0.010382221769193015,-0.012302743134012948
2013-11-30,0.04912724560515946,-0.04848090021363928,0.0013750433475091667,-0.012341141707356222,0.04525171236857762,-0.01738537348031493
2013-12-31,-0.05304218249855112,0.057225076224547124,0.053182204453920356,0.01577676821898509,-0.01807567478092595,0.007192906830756905
2014-01-31,0.01844317975023777,0.07951573474044424,0.03166943074145229,0.006323140119795917,0.038427684482605674,-0.0036493165226256577
2014-02-28,-0.08998350619398879,-0.03924093910110262,-0.031588966387441575,-0.004484865365565536,-0.040188274186304725,0.04911978965748065
2014-03-31,-0.05840930244492153,0.0678025677546593,-0.002568557525009266,0.01851151975522523,0.026192167116611313,-0.07552909425179036
2014-04-30,0.017843061793456176,0.0347668556161899,-0.0225100654261183,0.004156746342928587,0.06266274482631602,0.036745205557673855
2014-05-31,0.04492332899977052,0.0593236095996694,-0.029255532986094814,0.014792971840638266,-0.09386578000509158,0.04138255577492887
2014-06-30,0.016568414059498528,0.12380757895923683,0.07147214679147174,0.0036751848141010897,-0.02687581021881907,-0.058201706972244485
2014-07-31,0.0022175858805879734,-0.004723286960172228,0.03699108401755331,0.02360747924881987,0.028082885087221603,-0.006280627822410463
2014-08-31,-0.00705518477946444,-0.03522416986144937,-0.03650367166824579,0.020553408424432044,-0.003121815441719707,-0.0071432259798737425
2014-09-30,-0.06592609951837136,-0.043370865777531395,0.07497199128032755,0.0005103585152092648,0.019845834934852355,-0.03822535084153464
2014-10-31,-0.02799221041973543,-0.03894861709792629,0.03351096646136266,0.012715709509543555,-0.019159407468632823,-0.019334500627726257
2014-11-30,-0.015031938547989378,0.005373897435153748,0.06890034831872721,0.009453759495851475,0.008463591498915997,-0.029317275363974864
2014-12-31,0.06085611131094579,0.03046911848899863,0.05607401893465286,0.016686315575323487,-0.0012270894156831795,0.05656811330270868
2015-01-31,0.02518091447842307,0.02660144795980114,-0.04602965076454507,-0.006649234605801044,0.05171128246639229,0.03207035179442383
2015-02-28,-0.08015200776813669,0.059630994942161425,-0.027212672813787874,0.009860514599984393,0.015176833732048527,0.04214665284982476
2015-03-31,0.02420419846973975,0.010780113512674421,0.06431055235862833,0.013584244868495878,0.018504106483008088,0.025650161921297054
2015-04-30,-0.011254114020815827,0.097212044629439,0.05472591858034255,-0.014587394864231145,-0.011475078644898693,-0.029871553136516873
2015-05-31,-0.02584610001529794,-0.005879409994277366,0.010536888422509631,-0.00883258512665775,-0.01450424896289974,-0.01173560798839321
2015-06-30,0.038583814442043396,0.17321014999537712,0.02021291683161474,-0.017392321777601007,-0.012302327512784837,0.01868123683683754
2015-07-31,0.05954997612479755,0.04754004086590037,0.10143654270518974,0.00030593165555442255,0.020778085695131874,-0.032663834266758354
2015-08-31,0.05456400595580993,-0.04142945338497695,-0.029409997218508097,0.010175422557959623,-0.011839379232810518,0.025389952905171643
2015-09-30,-0.03396087616113193,-0.05425354988366673,0.050296816681902654,0.01802357052096028,0.016590994275856516,-0.0032097619447440506
2015-10-31,-0.007460618792560729,0.038948344914591114,-0.0021534856703725857,0.003740947804197752,0.08801603194581756,-0.0072446242264879255
2015-11-30,0.024563171570178198,-0.003407767119551054,-0.003237684225905422,0.019286155455712918,0.039844988137267695,0.025328799046104744
2015-12-31,0.05677725635611796,0.05284002964552552,0.08891437963910331,-0.010801014582148914,-0.008040941286713645,0.01732789934458119
2016-01-31,-0.0159587118922645,0.03839425747441269,0.0697791444291621,-0.01403382439355155,0.05304855688655779,-0.0068289849745723965
2016-02-29,-0.0012829488331908556,0.005630265240587634,0.0689456745200447,0.0024445230110338124,-0.011323014920862056,0.03877989410092744
2016-03-31,-0.04731674870030141,-0.040807623084104294,0.10338351650080305,0.006840654489393073,-0.07652498140711415,-0.02843189982799692
2016-04-30,-0.05181033120403354,-0.08089083348115188,0.013470268914293135,0.0026730525190590687,-0.035323452436696164,0.02247806820832791
2016-05-31,0.048626291119709904,-0.016790897124021265,0.05973670799064748,-0.017674421000398767,-0.06983167684103422,0.021793037739051512
2016-06-30,0.07581200142854114,0.06138392765940834,-0.009718672961541924,0.002108799604872116,-0.009060539361652346,-0.005286393179419709
2016-07-31,0.004399493920983308,0.022845624647812236,0.03469164467419095,-0.010044695005048534,0.005736735167582068,0.013783990667263539
2016-08-31,0.05817664489460121,-0.06474432672271928,0.0028899861942620793,0.009696725488300386,0.07205749249101132,-0.033533407291559084
2016-09-30,0.026081801252381707,0.020390855551070917,0.018789717549490274,0.006665982460968483,0.018077094950566506,0.03172081057620703
2016-10-31,-0.024255987730256216,0.03311904278373021,0.053660991780583964,-0.006398797863273552,-0.00376402115235457,-0.0015470640932896702
2016-11-30,0.026069780275420697,-0.04303144617206798,-0.04527544782634309,-0.0021386691733669356,0.03817622324733957,-0.011681690615571186
2016-12-31,0.08490182832329846,0.019223506356731673,0.15846710929798224,-0.007592135218889517,-0.0834454123603154,0.03547027677510668
2017-01-31,0.006208698044502423,0.013492523106759994,-0.05842121670497914,0.002373209027268281,0.014424582324342638,-0.017130310716282775
2017-02-28,0.08623218279070033,-0.05857821786983738,-0.07299320289514126,0.012551423205012385,0.03583460775547867,-0.03825383889090679
2017-03-31,-0.12298725520448722,0.031467241620896994,0.09306776114500476,-0.006857260463355437,-0.054143449831193666,-0.04269887520571711
2017-04-30,0.04909512521876119,0.04364707158209406,0.06741638857740552,0.008040465155178443,0.05075016172827716,0.022180298540369188
2017-05-31,0.012352353411908563,0.07498307459051662,0.055688387193650865,-0.002302576183724408,0.018539856299776565,-0.03441288057488849
2017-06-30,-0.006950367523293373,0.07322812312209417,0.05598418564849959,-0.004928728322623441,-0.011611516556032049,0.056643825459530936
2017-07-31,0.012588038826775116,-0.07266016207742547,0.011142725900715977,0.0019296964004544219,0.030311274644251394,-0.05845788223651166
2017-08-31,-0.09137844573004464,-0.04626950239490736,-0.05080780600400822,-0.007352423224193741,0.09582771431217584,0.05489369104870115
2017-09-30,-0.002983594391875597,0.040902116032519586,0.017306319073560845,-0.0025364930534718206,0.012274650202339806,0.010330524016078552
2017-10-31,0.025855628575587323,0.04082715705473253,-0.03540131980584782,-0.008978778925888484,0.014928823452013445,0.0010986066438882286
2017-11-30,0.08189470223707582,0.04090286117836287,0.08025838133924258,0.02264725132916389,-0.013374435981609763,-0.01234757260426849
2017-12-31,-0.01791351091368237,0.24116388943928327,0.001705983294850293,0.003352635519717286,-0.028993774778591674,0.015974083430562128
2018-01-31,-0.032424680144659386,0.04425343064159002,-0.04578480377547581,-0.003997255079925856,0.038213432661769825,0.002870958927254549
2018-02-28,-0.01708785217922683,0.07813393841083592,-0.010497008915709542,0.005139799107342221,-0.029243353036354686,0.03709905646049565
2018-03-31,0.05377010588510371,0.06724010580959214,0.0409052017992937,0.0018767195030917018,0.0078626494887757,0.007426829459861189
2018-04-30,0.024437555482984225,0.04908347507834788,-0.027460718696278235,0.00079030400466777,-0.014106297870604665,0.008509052843856328
2018-05-31,-0.01848801018835194,-0.008916154678420737,-0.04555542768965021,0.009141667000434252,0.024159193029855676,-0.006908366366415675
2018-06-30,0.03366337165566781,0.05553815322959604,0.029058104804433865,0.010575077100473052,0.018346484211477932,0.0022916312883679768
2018-07-31,0.01285387746740202,-0.0363695128722543,0.029147659977610596,-0.002305011476105275,0.04650159777031597,0.013234053066761776
2018-08-31,0.05643224952664446,-0.004209116404400531,-0.023486022275979086,-0.0027581824064468003,-0.015400655954189879,-0.047305051779698765
2018-09-30,-0.02710265469386762,-0.019121812869746208,-0.020972681393282597,0.0002494830284835597,-0.00579499741173485,-0.036445562663171394
2018-10-31,-0.008383107329888412,0.014912448363179353,0.02824349561503454,-0.020019211647355848,-0.0341505486312923,0.026297922820681448
2018-11-30,-0.011605407656607884,0.14887951400041052,-0.08936590390481271,-0.012151910621985524,-0.012771730403044464,0.009125963143838255
2018-12-31,-0.06517574740660592,-0.10203591155550489,-0.08652246420635888,0.016668742674445246,0.02009201972179409,-0.001519500090580374
2019-01-31,0.022806013853228804,0.05117561142247081,-0.038291095487670526,0.019449677135012836,0.035279544665814074,0.004553017991961795
2019-02-28,0.021052763608994468,-0.0867629522713791,-0.0029413006198293085,0.0005096396044362169,-0.03188661296710502,0.014427451160850131
2019-03-31,0.008255672832123044,-0.01831591194736601,0.033763529591860325,0.008765569630557664,0.03978423680422641,-0.012192790409280844
2019-04-30,-0.003729356668757346,0.07533703581804195,0.11527493518646864,0.006112501545435361,0.059225514352198035,-0.01934914176206938
2019-05-31,-0.06276853710252073,0.013856801145727767,0.07203617362414136,0.033788808084552376,0.021537396128948037,0.009875357652930447
2019-06-30,-0.013032266138267953,-0.05466468667575836,0.0008043029025601011,0.01419574911434577,0.08007183250232264,-0.02535118332845096
2019-07-31,-0.009135725826338474,-0.03291822255559809,0.010668865446811782,0.0017208240851923347,-0.02595156796414292,0.016247582671434155
2019-08-31,-0.03211386346108095,0.05077586493608055,-0.05817705552464662,-0.006555404406004258,-0.04478618813245668,-0.04707750812713521
2019-09-30,-6.428558330045728e-05,-0.03382199790302819,0.010704080480532705,-0.013064463202575725,-0.06614880995617115,0.03487466911976931
2019-10-31,0.028202542840726923,0.022987515374918492,-0.008206104724409684,0.005034636358672231,0.06484177245956732,0.01817792447239129
2019-11-30,0.10230929506052652,0.012734310394228827,0.03459029922366627,-0.0045635074528430335,0.03117462625416231,0.01168089202941627
2019-12-31,0.01672889064159195,-0.02909602085634902,-0.045906166048662614,-0.011222537095976742,0.0027766131635817972,0.03348072951836542
2020-01-31,0.02087751953613822,0.13863664535951956,0.04835425599688206,-0.0034657288424252653,0.016198745052792812,0.0539642333338773
2020-02-29,0.004277704211691639,0.04803514133908068,0.11929172391018045,-0.007815480036143949,-0.04001956189193506,0.03443110195054391
2020-03-31,-0.08793856076495207,-0.11150855519945643,0.004386789608019968,0.019871416350725646,0.10283007918467306,-0.051226226939949354
2020-04-30,0.006674306227539156,0.02118725888616566,0.04011982054692591,0.011816397569494506,0.0101688472790091,-0.03438730900207104
2020-05-31,0.011011510497051322,-0.029707187886103277,0.06031007941977788,0.0029202735868338265,0.009375791784195717,-0.014744557330870364
2020-06-30,0.1311621056242643,0.06114600008777344,-0.01608543303200854,0.01779944138890026,0.03403066495594768,0.004782731506325013
2020-07-31,-0.001618048239056126,-0.03755124430596204,0.027686473726729176,0.003773683076476183,0.024240369269468532,0.01952977061407369
2020-08-31,0.023077367116680625,0.0031158135119860597,0.01288146805472564,-0.005612842013282636,0.013955360971165256,-0.01777231439460397
2020-09-30,0.006264411514737835,0.040299236738827425,0.018837326898418223,0.018231240772696573,-0.026618978217812474,0.009603002934312349
2020-10-31,-0.05043390188097661,0.06194531165020729,-0.04211068486988266,0.008389100436846587,0.02385873428543983,-0.018661487970599674
2020-11-30,0.06514114072575103,-0.062017784423346566,0.013715712198125991,-0.007372461543264565,0.08028097985900136,-0.014345534089758447
2020-12-31,0.04559665163433871,-0.0100700741504569,0.04685988038718149,0.001096613219163918,0.058816801846199106,-0.038199832905446665
2021-01-31,0.04755159735215235,-0.018496718669657367,0.11358005254565293,-0.0057561825338475715,0.0687274650655759,-0.023696997383327128
2021-02-28,-0.037469372739736946,-0.02919975395442271,0.07914895782596448,-0.010827997309643362,-0.015448627057247404,-0.03655053816849001
2021-03-31,0.07813971554680496,0.1159272544168658,0.16272277202580898,0.012261775475316414,-0.03458419281034324,-0.025276197589319982
2021-04-30,-0.062092553139614044,0.03429890265765733,-0.041714329402163464,0.022094166404701306,-3.147680398592548e-05,0.03560925389823519
2021-05-31,0.03734285469001351,-0.06565303726010271,0.07306244457044747,-0.010985675738191411,0.007228996491547785,-0.02448196666495829
2021-06-30,0.11752278129049892,0.06507171682328657,0.024833940401684622,0.008629692366905709,0.04876766073883794,0.08297146194512173
