date,signal_type,mean_return,total_return,num_positions,industries,cumulative
2018-10-08,long,-11.54317985077704,-11.54317985077704,3,"['传媒', '计算机', '钢铁']",0.88769860432907
2018-10-15,long,-6.345296853835425,-6.345296853835425,1,['有色金属'],0.8313714927170366
2018-10-29,long,5.581995199829448,5.581995199829448,4,"['传媒', '国防军工', '房地产', '食品饮料']",0.877778609533252
2018-11-12,long,0.0,0.0,1,['电子'],0.877778609533252
2018-11-19,long,-1.6526071095159578,-1.6526071095159578,1,['银行'],0.8632723778262952
2018-11-26,long,0.0,0.0,2,"['公用事业', '通信']",0.8632723778262952
2018-12-10,long,-1.1969547807459402,-1.1969547807459402,1,['银行'],0.8529393978290442
2018-12-17,long,-2.800591915496531,-2.800591915496531,1,['非银金融'],0.8290520460093591
2018-12-24,long,-0.5797357365147304,-0.5797357365147304,1,['国防军工'],0.8242457350243363
2018-12-31,long,8.874166356466628,8.874166356466628,1,['非银金融'],0.897390672736477
2019-02-11,long,0.0,0.0,4,"['农林牧渔', '基础化工', '建筑材料', '汽车']",0.897390672736477
2019-02-18,long,0.0,0.0,1,['农林牧渔'],0.897390672736477
2019-03-04,long,0.0,0.0,1,['电子'],0.897390672736477
2019-03-11,long,2.0386378367694524,2.0386378367694524,2,"['房地产', '煤炭']",0.9156852185345228
2019-03-18,long,0.0,0.0,1,['钢铁'],0.9156852185345228
2019-04-01,long,0.0,0.0,1,['农林牧渔'],0.9156852185345228
2019-04-15,long,0.0,0.0,2,"['公用事业', '汽车']",0.9156852185345228
2019-04-22,long,0.0,0.0,2,"['公用事业', '钢铁']",0.9156852185345228
2019-04-29,long,-2.5480229814257016,-2.5480229814257016,1,['传媒'],0.8923533487287449
2019-05-06,long,0.0,0.0,1,['汽车'],0.8923533487287449
2019-05-13,long,-0.05765910036844568,-0.05765910036844568,1,['有色金属'],0.8918388258157602
2019-05-20,long,1.153585967077686,1.153585967077686,2,"['房地产', '非银金融']",0.9021269533593212
2019-05-27,long,0.0,0.0,1,['基础化工'],0.9021269533593212
2019-06-10,long,1.9150967402465024,1.9150967402465024,1,['银行'],0.9194035572359907
2019-06-17,long,0.0,0.0,1,['交通运输'],0.9194035572359907
2019-07-01,long,-0.015814930294810736,-0.015814930294810736,2,"['房地产', '有色金属']",0.9192581542042858
2019-07-08,long,0.0,0.0,2,"['建筑材料', '计算机']",0.9192581542042858
2019-07-22,long,0.0,0.0,2,"['汽车', '通信']",0.9192581542042858
2019-08-12,long,1.2011387943699825,1.2011387943699825,1,['电力设备'],0.9302997205148429
2019-08-19,long,0.0,0.0,1,['家用电器'],0.9302997205148429
2019-08-26,long,0.22993757024436512,0.22993757024436512,2,"['基础化工', '煤炭']",0.9324388290881849
2019-09-09,long,0.0,0.0,1,['公用事业'],0.9324388290881849
2019-09-30,long,-0.8609411389882138,-0.8609411389882138,1,['电力设备'],0.9244110796126647
2019-10-07,long,2.2592045181277554,2.2592045181277554,4,"['汽车', '电子', '钢铁', '非银金融']",0.9452954164893476
2019-10-14,long,0.0,0.0,2,"['公用事业', '计算机']",0.9452954164893476
2019-10-21,long,0.0,0.0,1,['食品饮料'],0.9452954164893476
2019-10-28,long,-0.6371246535813335,-0.6371246535813335,2,"['有色金属', '食品饮料']",0.9392727063417196
2019-11-04,long,1.6848153902564222,1.6848153902564222,2,"['汽车', '电力设备']",0.9550977174546429
2019-11-11,long,-2.14323823769772,-2.14323823769772,1,['传媒'],0.9346276979667768
2019-11-25,long,0.0,0.0,3,"['交通运输', '基础化工', '电子']",0.9346276979667768
2019-12-02,long,0.0,0.0,2,"['医药生物', '房地产']",0.9346276979667768
2019-12-09,long,0.0,0.0,2,"['建筑材料', '电子']",0.9346276979667768
2019-12-23,long,0.0,0.0,1,['食品饮料'],0.9346276979667768
2020-01-06,long,-0.7995718112434935,-0.7995718112434935,2,"['非银金融', '食品饮料']",0.9271546783537605
2020-01-13,long,-0.2916619291759015,-0.2916619291759015,2,"['有色金属', '非银金融']",0.9244505211324293
2020-01-20,long,-0.7785175749884354,-0.7785175749884354,2,"['国防军工', '通信']",0.9172535113533412
2020-02-03,long,0.0,0.0,1,['建筑材料'],0.9172535113533412
2020-02-10,long,0.8746167344813705,0.8746167344813705,2,"['医药生物', '银行']",0.9252759640612556
2020-02-17,long,0.0,0.0,1,['交通运输'],0.9252759640612556
2020-02-24,long,0.0,0.0,2,"['电子', '计算机']",0.9252759640612556
2020-03-02,long,0.0,0.0,1,['基础化工'],0.9252759640612556
2020-03-09,long,-6.508820002698579,-6.508820002698579,1,['煤炭'],0.8650514170322744
2020-03-23,long,-3.0645033011990286,-3.0645033011990286,2,"['国防军工', '电力设备']",0.8385418878002514
2020-03-30,long,-3.042326564746911,-3.042326564746911,2,"['传媒', '公用事业']",0.8130307051911742
2020-04-06,long,0.0,0.0,1,['汽车'],0.8130307051911742
2020-04-13,long,0.0,0.0,1,['食品饮料'],0.8130307051911742
2020-04-27,long,0.0,0.0,1,['公用事业'],0.8130307051911742
2020-05-11,long,0.08208483819285295,0.08208483819285295,3,"['交通运输', '农林牧渔', '国防军工']",0.8136980801299886
2020-05-18,long,0.0,0.0,1,['家用电器'],0.8136980801299886
2020-05-25,long,0.0,0.0,1,['通信'],0.8136980801299886
2020-06-08,long,0.0,0.0,2,"['交通运输', '建筑材料']",0.8136980801299886
2020-06-15,long,0.22114723771209377,0.22114723771209377,2,"['国防军工', '电子']",0.8154975509575124
2020-06-22,long,0.0,0.0,1,['医药生物'],0.8154975509575124
2020-06-29,long,0.8581645905955559,0.8581645905955559,1,['传媒'],0.8224958621770038
2020-07-13,long,-2.373797963262636,-2.373797963262636,2,"['农林牧渔', '国防军工']",0.8029714721527266
2020-07-20,long,3.2817998155278305,3.2817998155278305,1,['有色金属'],0.8293233884445759
2020-07-27,long,0.0,0.0,1,['食品饮料'],0.8293233884445759
2020-08-10,long,0.0,0.0,1,['计算机'],0.8293233884445759
2020-08-17,long,-3.301906708030089,-3.301906708030089,1,['国防军工'],0.801939903850262
2020-09-07,long,0.0,0.0,1,['医药生物'],0.801939903850262
2020-09-14,long,0.0,0.0,1,['医药生物'],0.801939903850262
2020-09-21,long,-3.6634830388099338,-3.6634830388099338,1,['银行'],0.772560971491259
2020-09-28,long,0.0,0.0,2,"['农林牧渔', '建筑材料']",0.772560971491259
2020-10-05,long,2.8109964976920088,2.8109964976920088,1,['煤炭'],0.7942776333424136
2020-10-12,long,0.9482775221688611,0.9482775221688611,1,['有色金属'],0.8018095896030145
2020-10-19,long,0.0,0.0,1,['基础化工'],0.8018095896030145
2020-10-26,long,-1.922508211321372,-1.922508211321372,2,"['传媒', '国防军工']",0.7863947344037344
2020-11-02,long,1.7672018652379773,1.7672018652379773,4,"['医药生物', '汽车', '银行', '食品饮料']",0.8002919168182504
2020-11-09,long,-1.0579144330669532,-1.0579144330669532,3,"['电力设备', '银行', '非银金融']",0.791825513123562
2020-11-23,long,0.0,0.0,1,['钢铁'],0.791825513123562
2020-11-30,long,-1.4983400604889896,-1.4983400604889896,1,['煤炭'],0.7799612742512592
2020-12-07,long,0.0,0.0,1,['汽车'],0.7799612742512592
2020-12-14,long,0.0,0.0,1,['交通运输'],0.7799612742512592
2020-12-28,long,-1.7701949930592487,-1.7701949930592487,1,['煤炭'],0.7661544388266622
2021-01-04,long,0.9590935516263333,0.9590935516263333,1,['传媒'],0.7735025766449477
2021-01-11,long,0.0,0.0,2,"['计算机', '食品饮料']",0.7735025766449477
2021-02-08,long,6.916693933763485,6.916693933763485,2,"['基础化工', '电力设备']",0.827003382441253
2021-02-15,long,3.9046433677474512,3.9046433677474512,1,['传媒'],0.8592949151647925
2021-03-01,long,0.0,0.0,1,['农林牧渔'],0.8592949151647925
2021-03-08,long,-1.169572810125863,-1.169572810125863,1,['电力设备'],0.849244835478231
2021-03-15,long,0.17258819260586034,0.17258819260586034,2,"['国防军工', '非银金融']",0.8507105317905815
2021-04-05,long,2.797305490064006,2.797305490064006,2,"['家用电器', '有色金属']",0.8745075042009122
2021-04-26,long,1.7243130378950866,1.7243130378950866,3,"['家用电器', '有色金属', '食品饮料']",0.8895867511132194
2021-05-03,long,9.908834172974812,9.908834172974812,1,['煤炭'],0.9777344271057825
2021-05-10,long,0.0,0.0,1,['通信'],0.9777344271057825
2021-05-17,long,0.0,0.0,1,['家用电器'],0.9777344271057825
2021-05-24,long,0.0,0.0,1,['医药生物'],0.9777344271057825
2021-06-07,long,0.0,0.0,1,['通信'],0.9777344271057825
2021-06-14,long,0.0,0.0,1,['通信'],0.9777344271057825
2021-06-21,long,2.999978697847272,2.999978697847272,3,"['传媒', '煤炭', '电子']",1.0070662516404751
2021-06-28,long,-1.1627496499605483,-1.1627496499605483,1,['有色金属'],0.9953565923246547
2021-07-05,long,0.0,0.0,1,['公用事业'],0.9953565923246547
2021-07-12,long,2.788735706382117,2.788735706382117,1,['有色金属'],1.0231144570206405
2021-07-19,long,0.0,0.0,1,['农林牧渔'],1.0231144570206405
2021-07-26,long,0.0,0.0,1,['基础化工'],1.0231144570206405
2021-08-02,long,0.0,0.0,1,['房地产'],1.0231144570206405
2021-08-09,long,0.0,0.0,1,['钢铁'],1.0231144570206405
2021-08-16,long,-0.5057746355172976,-0.5057746355172976,1,['银行'],1.0179398036047196
2021-08-23,long,-1.6846863078627483,-1.6846863078627483,2,"['农林牧渔', '银行']",1.0007907111111058
2021-08-30,long,0.0,0.0,3,"['公用事业', '医药生物', '家用电器']",1.0007907111111058
2021-09-06,long,5.877889723434437,5.877889723434437,2,"['电子', '非银金融']",1.059616085472592
2021-09-13,long,-5.284170758922602,-5.284170758922602,1,['国防军工'],1.003624162127209
2021-09-20,long,-0.9488092163621897,-0.9488092163621897,1,['非银金融'],0.9941016835793083
2021-09-27,long,0.0,0.0,2,"['农林牧渔', '家用电器']",0.9941016835793083
2021-10-11,long,0.0,0.0,1,['通信'],0.9941016835793083
2021-10-18,long,1.368828578875525,1.368828578875525,4,"['家用电器', '电力设备', '电子', '钢铁']",1.0077092315272247
2021-10-25,long,0.5694356525663968,0.5694356525663968,3,"['传媒', '医药生物', '钢铁']",1.0134474871657435
2021-11-01,long,6.167778845772842,6.167778845772842,1,['传媒'],1.0759546868921688
2021-11-15,long,1.9091839239948172,1.9091839239948172,3,"['医药生物', '煤炭', '电子']",1.0964966408037828
2021-11-22,long,0.0,0.0,3,"['汽车', '电子', '钢铁']",1.0964966408037828
2021-12-06,long,0.0,0.0,1,['钢铁'],1.0964966408037828
2021-12-13,long,1.1023081096354082,1.1023081096354082,2,"['传媒', '电力设备']",1.1085834121972429
2021-12-20,long,-1.9955583285901524,-1.9955583285901524,1,['非银金融'],1.086460983585772
2021-12-27,long,3.4871896954322246,3.4871896954322246,1,['有色金属'],1.1243479390502666
2022-01-03,long,-8.610175885764049,-8.610175885764049,2,"['国防军工', '电子']",1.0275396039300755
2022-01-10,long,0.0,0.0,1,['交通运输'],1.0275396039300755
2022-01-17,long,5.405660236398813,5.405660236398813,3,"['家用电器', '煤炭', '钢铁']",1.0830849037129735
2022-02-07,long,0.0,0.0,1,['农林牧渔'],1.0830849037129735
2022-02-14,long,0.0,0.0,1,['房地产'],1.0830849037129735
2022-02-21,long,0.0,0.0,2,"['医药生物', '计算机']",1.0830849037129735
2022-02-28,long,0.0,0.0,1,['房地产'],1.0830849037129735
2022-03-07,long,-4.872900015412718,-4.872900015412718,2,"['传媒', '通信']",1.0303072592730111
2022-03-14,long,0.0,0.0,2,"['公用事业', '通信']",1.0303072592730111
2022-03-21,long,0.0,0.0,1,['公用事业'],1.0303072592730111
2022-04-11,long,0.0,0.0,1,['计算机'],1.0303072592730111
2022-04-18,long,0.0,0.0,3,"['交通运输', '公用事业', '房地产']",1.0303072592730111
2022-04-25,long,0.8342965035427419,0.8342965035427419,2,"['煤炭', '电力设备']",1.0389030767128729
2022-05-02,long,-2.464472331743972,-2.464472331743972,2,"['传媒', '电力设备']",1.0132995978336472
2022-05-09,long,3.32220321600325,3.32220321600325,1,['有色金属'],1.0469634696606247
2022-05-23,long,0.0,0.0,1,['农林牧渔'],1.0469634696606247
2022-06-06,long,2.9167869283964087,2.9167869283964087,3,"['医药生物', '建筑材料', '银行']",1.0775011632887712
2022-06-13,long,0.0,0.0,1,['计算机'],1.0775011632887712
2022-06-20,long,0.0,0.0,1,['计算机'],1.0775011632887712
2022-06-27,long,0.0,0.0,2,"['基础化工', '通信']",1.0775011632887712
2022-07-04,long,0.0,0.0,1,['食品饮料'],1.0775011632887712
2022-07-25,long,0.0,0.0,1,['房地产'],1.0775011632887712
2022-08-01,long,0.0,0.0,1,['房地产'],1.0775011632887712
2022-08-08,long,0.0,0.0,2,"['基础化工', '食品饮料']",1.0775011632887712
2022-08-15,long,-0.8951264065337305,-0.8951264065337305,1,['银行'],1.0678561658454653
2022-08-22,long,7.033673675577368,7.033673675577368,2,"['家用电器', '煤炭']",1.1429656838755675
2022-08-29,long,0.0,0.0,3,"['交通运输', '通信', '钢铁']",1.1429656838755675
2022-09-05,long,2.61914289953733,2.61914289953733,1,['非银金融'],1.1729015884289427
2022-09-12,long,-7.23622751877071,-7.23622751877071,3,"['交通运输', '汽车', '煤炭']",1.0880277609189488
2022-09-19,long,0.0,0.0,1,['钢铁'],1.0880277609189488
2022-09-26,long,0.0,0.0,1,['交通运输'],1.0880277609189488
2022-10-10,long,0.0,0.0,1,['建筑材料'],1.0880277609189488
2022-10-31,long,0.0,0.0,1,['公用事业'],1.0880277609189488
2022-11-07,long,0.0,0.0,1,['农林牧渔'],1.0880277609189488
2022-11-14,long,0.0,0.0,1,['食品饮料'],1.0880277609189488
2022-11-21,long,4.087615176003845,4.087615176003845,2,"['建筑材料', '银行']",1.1325021487934066
2022-11-28,long,0.0,0.0,1,['交通运输'],1.1325021487934066
2022-12-19,long,-4.698227035658309,-4.698227035658309,2,"['国防军工', '通信']",1.0792946266593835
2022-12-26,long,0.0,0.0,3,"['公用事业', '汽车', '计算机']",1.0792946266593835
2023-01-02,long,1.715654579231729,1.715654579231729,2,"['公用事业', '非银金融']",1.0978115943450673
2023-01-09,long,0.0,0.0,1,['食品饮料'],1.0978115943450673
2023-01-16,long,0.0,0.0,2,"['公用事业', '医药生物']",1.0978115943450673
2023-01-30,long,0.0,0.0,1,['农林牧渔'],1.0978115943450673
2023-02-06,long,0.0,0.0,2,"['家用电器', '建筑材料']",1.0978115943450673
2023-02-20,long,1.7305161155832138,1.7305161155832138,2,"['有色金属', '计算机']",1.1168094009039498
2023-03-06,long,-2.3343956772092334,-2.3343956772092334,3,"['国防军工', '房地产', '电子']",1.0907386505265817
2023-03-20,long,0.08779308652959728,0.08779308652959728,2,"['国防军工', '银行']",1.0916962436538502
2023-03-27,long,0.0,0.0,2,"['家用电器', '房地产']",1.0916962436538502
2023-04-10,long,0.0,0.0,2,"['电子', '食品饮料']",1.0916962436538502
2023-04-17,long,-2.621559866688017,-2.621559866688017,2,"['家用电器', '非银金融']",1.0630767730640802
2023-05-15,long,-5.256569918161935,-5.256569918161935,1,['传媒'],1.007195399204227
2023-05-22,long,-2.704343929817954,-2.704343929817954,3,"['医药生物', '通信', '非银金融']",0.9799573715644418
2023-05-29,long,0.0,0.0,1,['汽车'],0.9799573715644418
2023-06-05,long,0.0,0.0,1,['交通运输'],0.9799573715644418
2023-06-12,long,1.013018930613252,1.013018930613252,2,"['房地产', '有色金属']",0.9898845252503297
2023-06-19,long,0.0,0.0,1,['汽车'],0.9898845252503297
2023-06-26,long,0.0,0.0,3,"['农林牧渔', '基础化工', '食品饮料']",0.9898845252503297
2023-07-03,long,-2.292235151938782,-2.292235151938782,3,"['国防军工', '基础化工', '钢铁']",0.9671940441989393
2023-07-10,long,0.0,0.0,1,['医药生物'],0.9671940441989393
2023-07-17,long,0.0,0.0,1,['食品饮料'],0.9671940441989393
2023-07-24,long,6.193808157737646,6.193808157737646,1,['银行'],1.027100187809686
2023-07-31,long,-0.08627090951102145,-0.08627090951102145,2,"['家用电器', '银行']",1.026214099136073
2023-08-14,long,-0.28879748874610645,-0.28879748874610645,2,"['国防军工', '银行']",1.0232504185886095
2023-08-21,long,0.0,0.0,2,"['公用事业', '计算机']",1.0232504185886095
2023-09-11,long,-2.4318418755383986,-2.4318418755383986,2,"['电力设备', '电子']",0.9983665864177498
2023-09-18,long,1.4937612245639054,1.4937612245639054,2,"['公用事业', '银行']",1.0132797993646605
2023-09-25,long,0.0,0.0,1,['通信'],1.0132797993646605
2023-10-09,long,0.17338567119007386,0.17338567119007386,3,"['医药生物', '有色金属', '计算机']",1.0150366813458223
2023-10-23,long,0.0,0.0,1,['医药生物'],1.0150366813458223
2023-10-30,long,-1.4893773821951117,-1.4893773821951117,2,"['电力设备', '银行']",0.9999189545928737
2023-11-13,long,0.0,0.0,1,['通信'],0.9999189545928737
2023-12-04,long,1.1270450818032796,1.1270450818032796,3,"['传媒', '建筑材料', '电子']",1.0111884919926315
2023-12-11,long,-3.3216627708083424,-3.3216627708083424,2,"['电力设备', '食品饮料']",0.9776002203114139
2023-12-18,long,-1.5505247168352443,-1.5505247168352443,1,['国防军工'],0.9624422872636497
2023-12-25,long,2.881783987496833,2.881783987496833,2,"['国防军工', '建筑材料']",0.9901777949869118
2024-01-01,long,-0.0807060974276852,-0.0807060974276852,4,"['传媒', '农林牧渔', '煤炭', '非银金融']",0.9893786611309824
2024-01-15,long,-3.6413769344693203,-3.6413769344693203,2,"['公用事业', '煤炭']",0.9533516547699974
2024-01-22,long,3.277781568987348,3.277781568987348,3,"['传媒', '电子', '非银金融']",0.9846004395976843
2024-01-29,long,-10.071544815303834,-10.071544815303834,1,['传媒'],0.8854359650719249
2024-02-05,long,0.0,0.0,1,['医药生物'],0.8854359650719249
2024-02-19,long,0.0,0.0,3,"['医药生物', '家用电器', '电子']",0.8854359650719249
2024-03-04,long,0.0,0.0,1,['建筑材料'],0.8854359650719249
2024-03-11,long,3.239634754836729,3.239634754836729,2,"['基础化工', '电力设备']",0.9141208563282189
2024-03-18,long,0.0,0.0,1,['基础化工'],0.9141208563282189
2024-03-25,long,0.12196264566577408,0.12196264566577408,3,"['有色金属', '电子', '非银金融']",0.9152357423091795
2024-04-01,long,0.0,0.0,2,"['汽车', '电子']",0.9152357423091795
2024-04-08,long,0.0,0.0,1,['建筑材料'],0.9152357423091795
2024-04-15,long,0.0,0.0,2,"['公用事业', '电子']",0.9152357423091795
2024-04-29,long,0.0,0.0,1,['计算机'],0.9152357423091795
2024-05-06,long,0.0,0.0,3,"['交通运输', '公用事业', '家用电器']",0.9152357423091795
2024-05-13,long,-0.48339681524948164,-0.48339681524948164,2,"['农林牧渔', '非银金融']",0.910811521878832
2024-05-20,long,-3.786956711030187,-3.786956711030187,2,"['传媒', '通信']",0.8763194838262054
2024-05-27,long,0.0,0.0,1,['家用电器'],0.8763194838262054
2024-06-10,long,0.0,0.0,1,['交通运输'],0.8763194838262054
2024-07-01,long,0.0,0.0,1,['食品饮料'],0.8763194838262054
2024-07-08,long,0.0,0.0,1,['家用电器'],0.8763194838262054
