,CSI300,SPX,HSI,CBCE,NHCI,GC
2008-04-14,3536.327,98.8705709541294,85.09351813232638,105.4452,1370.689,103.12861345375023
2008-04-15,3583.299,97.66176783265846,82.85515067258926,105.4735,1381.366,105.93015820946967
2008-04-16,3494.016,99.1740014621351,83.31868048284598,105.4717,1380.311,106.97207877694251
2008-04-17,3386.63,97.68761146003915,83.4919672152162,105.4767,1380.681,104.9128886755347
2008-04-18,3272.499,97.90337938270842,83.08273550145242,105.4988,1378.721,104.0744151956238
2008-04-21,3267.554,96.70274665727345,84.39760909268945,105.4858,1358.727,103.73166407313468
2008-04-22,3296.277,100.1461600378886,85.82781861102823,105.4974,1354.537,102.97719964552931
2008-04-23,3453.727,100.0040551725083,85.2262510637583,105.4896,1368.239,103.7121566589887
2008-04-24,3774.504,97.72423301074889,87.64189535244986,105.378,1371.71,102.36154947557449
2008-04-25,3803.07,96.76594320674226,86.0761945124408,105.3439,1359.818,102.34620906200824
2008-04-28,3729.154,97.67794103241336,89.26352118295299,105.3631,1381.06,102.49870934203904
2008-04-29,3776.943,97.86579950692492,87.65777973022666,105.3502,1369.727,104.08203268593346
2008-04-30,3959.119,98.43364690607557,89.9145618463045,105.3382,1370.06,102.25413784437107
2008-05-05,4055.779,102.32690352577889,90.69009447881461,105.4225,1376.567,100.65195921515355
2008-05-06,4010.888,104.6716398653643,89.7898798785221,105.4181,1390.455,101.2308239491657
2008-05-07,3821.319,103.93237283544588,91.04217777401486,105.1201,1380.699,101.35166312276849
2008-05-08,3925.041,104.10457065041498,89.72211772765502,105.1544,1386.506,102.22034013406736
2008-05-09,3878.924,102.51186444120972,89.03150365139989,105.1688,1384.366,99.67015726604318
2008-05-12,3904.92,105.59537452615255,89.40689023222733,105.1674,1402.964,100.31601387989791
2008-05-13,3851.687,102.72001588018817,89.7297428032198,105.1755,1404.741,99.42020860455821
2008-05-14,3975.782,100.65691581184875,90.56350099442874,105.1699,1406.502,101.88169664474299
2008-05-15,3948.088,99.58525142314996,91.61995001031352,105.1719,1400.879,102.28895611535529
2008-05-16,3936.121,100.06753185484789,95.8818690031455,105.1717,1415.841,104.98616445440109
2008-05-19,3914.072,99.99885789352018,97.28662436690081,105.1561,1405.19,107.61606257373559
2008-05-20,3710.818,100.3373100416411,97.54270792271453,105.1537,1404.931,106.9419681016272
2008-05-21,3783.049,99.32605835148054,97.59932838438773,105.1462,1392.902,106.03388206968233
2008-05-22,3711.444,100.24409958449073,97.6396564970062,105.1543,1406.042,105.13337367604558
2008-05-23,3675.147,101.25908909272367,98.16320842543091,105.1671,1405.662,105.89709539542838
2008-05-26,3559.217,101.30803324818775,97.31214434563216,105.1407,1423.148,108.31246519677474
2008-05-27,3576.197,101.82905387324746,99.96950207068973,105.1464,1427.143,107.33107844755456
2008-05-28,3676.23,105.07299361876807,100.46191240740352,105.1728,1422.359,107.07593092283498
2008-05-29,3580.868,109.84683808111903,99.15048745499216,105.1763,1413.856,104.45797779183937
2008-05-30,3611.33,110.24576405657712,98.02675272128097,105.1925,1393.336,106.54652352086033
2008-06-02,3625.826,114.38841200709875,99.36054806657266,105.2083,1390.08,107.07334485454723
2008-06-03,3614.111,114.74320582325552,99.94761926436483,105.2309,1403.248,111.76143672422758
2008-06-04,3546.916,115.59533983816377,99.03507665997286,105.2399,1390.993,110.94001389132207
2008-06-05,3512.138,115.22433938105922,97.68136071325351,105.2553,1399.812,110.76655983743215
2008-06-06,3489.502,117.31777206527883,96.35627355004006,105.2494,1416.844,109.80280799286687
2008-06-10,3206.562,118.0653962640151,96.5171462588517,105.1319,1423.001,110.21199829023831
2008-06-11,3140.299,119.149248666607,94.06367212689204,104.758,1430.616,111.75510099708204
2008-06-12,3084.633,116.27712127996226,94.76831414092328,104.7626,1436.322,111.71272216391621
2008-06-13,2979.117,116.35655078355771,90.90740535770524,104.7375,1441.273,111.25303790281475
2008-06-16,2952.242,114.70371663012617,89.82239458714221,104.7675,1455.916,109.86129198066423
2008-06-17,2842.676,114.67657092462606,92.13094174237159,104.7526,1454.178,109.49030374633122
2008-06-18,2991.273,113.4096292710349,93.28578511954036,104.7636,1461.926,108.35127533741564
2008-06-19,2773.076,113.07943072385544,89.91215427960235,104.7734,1465.304,107.89981930170858
2008-06-20,2849.668,113.9075831362591,88.80125518057496,104.6125,1456.345,107.12736280680532
2008-06-23,2789.941,115.98124966486156,87.39800197941247,104.542,1463.601,108.27494035810012
2008-06-24,2851.915,117.85077968486155,88.81392877330705,104.5588,1451.471,110.13398366519492
2008-06-25,2969.537,116.56372469055438,89.31666497360547,104.5496,1461.873,108.90326276076725
2008-06-26,2980.907,114.274561281999,91.3580299412719,104.3866,1458.422,109.84508549508418
2008-06-27,2816.021,113.01604031019346,92.40651799053381,104.236,1467.795,110.51949366750588
2008-06-30,2791.819,113.74174896016416,93.32790484947535,104.2187,1473.95,109.02768817303136
2008-07-01,2698.347,113.91252940100169,91.6795517504456,104.1607,1472.68,107.33656831560974
2008-07-02,2699.597,113.21909674797222,90.88952300931591,104.0368,1484.104,110.16834409180068
2008-07-03,2760.612,116.05564585542116,90.10794989241944,104.047,1464.018,112.20308460046391
2008-07-04,2741.852,115.32487897184937,87.93764429450157,104.0373,1463.57,109.59300407741796
2008-07-07,2882.763,116.62866387825832,89.95342071642655,104.0712,1456.039,108.56639141714012
2008-07-08,2901.841,116.07796569570397,90.50009089481912,104.1212,1440.903,109.3385524235172
2008-07-09,3015.126,117.07949978413859,87.6288228573633,104.1719,1434.637,109.2481248126054
2008-07-10,2973.728,118.77944886935248,89.01731652250999,104.2271,1432.839,107.49227727520454
2008-07-11,2953.498,118.57731465930854,87.63563131816399,104.2743,1461.77,108.22673227458255
2008-07-14,2975.874,119.95882141291654,88.7265000048733,104.3085,1452.819,107.6424685385968
2008-07-15,2852.979,122.39335114983305,87.750255689177,104.3139,1449.622,110.54448164175147
2008-07-16,2745.596,122.27760525952705,86.02457478967605,104.3502,1436.687,113.12998760026531
2008-07-17,2718.068,121.76327631642594,84.1957651818761,104.3602,1440.528,111.02806703608448
2008-07-18,2815.462,121.32990069153212,81.67674557210943,104.375,1430.318,110.86787337353256
2008-07-21,2911.051,121.71605968012405,80.47897505687168,104.4034,1414.28,109.97726103289982
2008-07-22,2904.743,122.16434219380075,77.73334417480659,104.4083,1412.639,106.84177583342107
2008-07-23,2883.32,120.82000193660372,78.3590573577324,104.4154,1396.095,105.7402003329931
2008-07-24,2977.362,119.38584141917516,76.96971948853218,104.407,1400.578,106.11931353304685
2008-07-25,2939.202,121.97405982072975,76.47107852891749,104.3932,1401.917,104.1150887202372
2008-07-28,2960.851,119.89821310134654,76.91286915860883,104.4264,1406.615,104.85127459869386
2008-07-29,2905.63,120.26382323110813,74.86379525664377,104.4277,1394.38,104.89989487937328
2008-07-30,2884.384,120.68478724614671,72.23103259738788,104.4291,1397.57,104.80404511706027
2008-07-31,2805.21,118.07642240693501,74.78683046858484,104.4224,1405.152,107.29768285066118
2008-08-01,2840.788,117.10789758081307,71.91551031116997,104.3455,1386.561,105.81344991068622
2008-08-04,2773.15,116.88565255882463,70.47710423019015,104.3451,1364.246,104.68128197407363
2008-08-05,2703.079,117.20946427300566,71.0866904703893,104.3734,1323.174,105.52135772637985
2008-08-06,2721.693,114.39017377052268,71.63604350794158,104.3893,1334.299,105.17798614914192
2008-08-07,2720.442,112.76000077059567,70.99161089589354,104.3745,1333.481,105.96192045565327
2008-08-08,2591.462,116.07441164160744,68.98788414264463,104.4045,1320.931,104.7218053945346
2008-08-11,2456.811,121.34272256614254,70.80594708253325,104.2558,1285.146,105.29862547999025
2008-08-12,2444.155,122.4895512462234,71.70347677551736,104.3245,1287.909,107.81217460637565
2008-08-13,2444.672,128.52123154433093,71.57788141785947,104.3756,1312.051,106.31802175797056
2008-08-14,2443.512,129.36153896201014,71.36631552649733,104.4505,1314.069,105.15333536876861
2008-08-15,2447.615,127.83285623959036,72.73812701791995,104.5499,1277.927,106.37091497210437
2008-08-18,2313.402,127.41946407934978,74.70424736270702,104.5951,1313.103,106.78271230169591
2008-08-19,2348.472,125.32487756994972,74.89643606835223,104.6538,1293.549,105.59639670141902
2008-08-20,2532.94,125.41384244689375,75.00795719797824,104.557,1319.009,104.59162958266876
2008-08-21,2443.979,123.13544738493825,76.10433785537852,104.6193,1329.212,103.85311300506899
2008-08-22,2404.928,126.24027141821732,72.43729096548981,104.6949,1339.82,104.38859396044681
2008-08-25,2400.548,128.51687397884075,75.00776787736207,104.7054,1338.849,104.50114746860595
2008-08-26,2331.532,127.51558743620888,73.16833469888111,104.7603,1320.318,102.15234340874598
2008-08-27,2325.292,127.62167970572635,72.90929630388254,104.8244,1338.891,101.03594473300745
2008-08-28,2335.865,126.0555633928111,73.83075992669687,104.9556,1334.239,99.35176266314477
2008-08-29,2391.64,125.22126280378032,73.6113062245876,105.0321,1333.199,98.54433544156821
2008-09-01,2309.171,122.29972917894708,75.55022414282031,105.2131,1333.809,97.05361182140446
2008-09-02,2285.411,123.39475470699495,78.69424754854946,105.3369,1303.183,98.81335252179636
2008-09-03,2245.964,123.49877949263244,78.80297453738571,105.3808,1304.959,100.09341951368845
2008-09-04,2251.146,122.85790028539294,79.94401819748617,105.3552,1306.409,103.76902012720652
2008-09-05,2183.432,122.21728134908427,80.8839281742356,105.3633,1293.997,104.91929517679634
2008-09-08,2126.518,122.1685046231934,82.7425435709071,105.3793,1281.359,107.11296113786082
2008-09-09,2139.145,121.89978813126388,82.77382612424509,105.4923,1261.291,104.40101329859685
2008-09-10,2143.176,119.81713604568311,82.584607291548,105.6738,1260.696,104.38441056550538
2008-09-11,2072.126,119.15471615584039,82.22164306801896,105.8116,1257.021,102.29762410522841
2008-09-12,2077.846,117.72252371452396,82.41491523129768,106.1203,1277.417,106.31661303287852
2008-09-16,2000.651,116.08279013131096,82.28491941031326,106.9434,1225.169,109.61488944834079
2008-09-17,1929.135,117.84170979554585,83.48774946646897,107.4181,1224.769,107.48396091574432
2008-09-18,1895.99,116.26277043369726,83.25677880960454,107.3212,1211.399,104.90438167609628
2008-09-19,2073.113,117.4847362829415,82.77449113361284,107.2842,1220.329,104.66873071922626
2008-09-22,2207.614,118.05034968972123,79.98515342528232,107.2035,1249.541,104.71001636985578
2008-09-23,2123.478,116.22663770414894,78.5242408618443,107.2107,1243.084,99.97477271252173
2008-09-24,2138.853,117.42964313816037,80.08702208167185,107.3619,1235.774,99.30727243577493
2008-09-25,2223.532,118.52667986000705,79.16049998806136,107.3951,1233.115,97.92185811781573
2008-09-26,2243.657,114.79048344838382,81.45101942379871,107.3674,1225.144,95.63243772751399
2008-10-06,2128.696,110.22248822803277,78.72387548128907,107.5176,1171.136,94.5602899619075
2008-10-07,2102.448,108.49411050109812,79.41049657351176,108.1429,1129.663,94.07568499652653
2008-10-08,2022.881,105.9115417727392,79.39967178082745,108.9362,1095.502,94.91232994542368
2008-10-09,1995.297,108.68694883208383,77.87676351926443,109.9932,1090.069,92.09644113646866
2008-10-10,1906.96,109.48929870562583,78.63638872377904,110.1342,1043.814,93.9242915477673
2008-10-13,1985.486,111.24741086090238,79.37710359643833,109.8196,1036.092,93.74859474072781
2008-10-14,1934.619,110.44234006113052,78.9580328119302,109.6426,1046.518,92.92773362915166
2008-10-15,1914.356,110.05306360783325,78.70256247030102,109.7716,1027.398,93.95734699652026
2008-10-16,1820.903,107.51190048034351,77.78649721755603,109.7911,987.027,93.17748824166914
2008-10-17,1833.262,107.03596717919596,78.11158156247589,109.6197,997.389,94.45464761715678
2008-10-20,1896.733,107.07110933072299,78.20404114265426,109.4914,1027.891,94.38788799828225
2008-10-21,1881.406,106.9998335143882,77.89675933163849,109.5709,996.332,96.07474157316128
2008-10-22,1833.323,110.8752967002555,78.57542587448356,109.5712,972.899,93.79640857171508
2008-10-23,1834.78,111.61252507120085,79.51747136624256,109.5789,963.111,91.79022495073662
2008-10-24,1781.598,112.25828916919357,80.0849147099992,109.6336,953.486,91.31419910614362
2008-10-27,1654.671,110.97786844278374,80.20012373780774,109.7038,932.921,90.55576734671436
2008-10-28,1705.82,111.95032028034213,79.87523501487767,110.0044,956.353,91.21914158589115
2008-10-29,1658.223,111.69542353460369,81.22109554843308,110.1283,949.991,91.59611041028454
2008-10-30,1697.656,113.85969811263625,81.33691605110901,110.296,973.643,92.85356508080108
2008-10-31,1663.66,111.50782799355974,83.06395915542453,110.265,949.725,92.43465952532786
2008-11-03,1653.542,113.18353604494406,83.9795033543138,110.342,965.447,90.67115259776226
2008-11-04,1627.759,112.00938099149538,86.64071548911106,110.3802,951.611,91.1239897886096
2008-11-05,1691.42,112.03638881015077,86.68685042172757,110.4829,959.091,93.44257109446546
2008-11-06,1649.776,114.48131197849409,86.67642343775587,110.6326,938.354,92.26856927552521
2008-11-07,1677.827,116.49916619212178,87.46505904231114,110.7905,935.701,93.8800672275922
2008-11-10,1801.665,117.3580793652073,88.12920106209437,111.1028,954.981,94.3920861456004
2008-11-11,1781.361,115.1271120074205,88.21786202667738,111.1581,925.767,94.07956105104533
2008-11-12,1801.823,115.77639648011484,88.49427747329482,111.3299,923.867,96.9811518102788
2008-11-13,1874.082,117.94683581306063,89.64288065747151,111.6306,916.281,98.3129845634523
2008-11-14,1943.654,119.55487528214759,89.8329418300616,111.3117,928.534,98.21209190615367
2008-11-17,1987.225,119.65381815542442,87.91203350130674,111.1679,927.476,101.23790542420458
2008-11-18,1839.819,119.00913129598847,86.71404928212118,111.2072,925.134,98.17959189366807
2008-11-19,1953.163,116.47431735387714,89.1440046357648,110.8163,933.443,97.4139034401384
2008-11-20,1932.428,114.25660037846872,88.26932492794106,110.9454,911.916,97.68988819493993
2008-11-21,1920.735,113.26010504131192,88.15398422898133,111.0956,897.325,96.94099773674687
2008-11-24,1837.642,112.590688647438,87.79929891014085,111.001,891.932,94.54225880698091
2008-11-25,1834.294,113.90003204963944,87.43271279123239,110.6783,901.189,94.85070711635103
2008-11-26,1843.495,116.61634223604183,87.4953960504505,110.9117,905.541,93.53982325742123
2008-11-27,1870.473,116.74173430970669,89.20353087768751,111.3644,901.541,95.41017840617059
2008-11-28,1829.924,116.95002238148626,89.36360531607154,111.1858,891.244,93.25914432263438
2008-12-01,1864.205,113.08682468940896,88.80152182668681,111.0303,890.822,92.97317647250779
2008-12-02,1868.631,114.80145465154638,89.01401474049501,111.1723,866.416,91.71024751319241
2008-12-03,1952.668,113.53223774631687,89.95989091686613,111.3474,862.945,93.43745946662979
2008-12-04,1982.928,116.1136568177084,87.601994419382,111.5317,844.167,93.84815376815186
2008-12-05,2013.175,116.76799287384603,90.1729151434697,111.872,815.001,94.92653490561062
2008-12-08,2095.036,118.94682868090317,88.34229214486378,111.8795,834.023,93.13875592941886
2008-12-09,2040.847,118.85792795132761,88.8562201921456,111.6084,818.109,93.52223786435779
2008-12-10,2096.393,118.53314042354776,91.09813369673176,111.6638,841.302,91.85896198656862
2008-12-11,2046.337,119.87279944499332,92.55208553607176,111.5574,840.321,91.19141127231987
2008-12-12,1960.38,120.45438750173439,94.44012796975882,111.7676,827.799,93.26732327777285
2008-12-15,1975.034,122.34371558956897,95.55220239916,111.8577,855.386,89.38798424757515
2008-12-16,1994.45,122.69466624142326,95.15661049482242,111.9734,845.641,91.42089919683156
2008-12-17,2001.42,120.27082581817723,98.50151122398702,112.4214,849.495,93.50991795334647
2008-12-18,2045.102,121.78434953287591,104.13589252214337,112.7123,837.992,90.93367247516267
2008-12-19,2052.114,122.38492860211497,105.44417080224888,112.7716,846.183,91.4823971644698
2008-12-22,2017.549,120.94450876263765,106.21791620006873,112.7476,866.704,90.9348243609517
2008-12-23,1918.955,121.95482444154344,106.81901385642311,112.7226,857.723,89.09795826869426
2008-12-24,1887.075,121.46768962999941,107.39001632086655,112.7111,864.644,89.76786575398317
2008-12-25,1870.765,120.47284863075669,107.73302214264768,112.6913,858.55,91.42278409937953
2008-12-26,1862.096,120.8573048504191,109.74820281437962,112.6268,857.908,91.81914207162227
2008-12-29,1854.757,122.75653978694892,109.20480495737554,112.6384,872.93,91.02629072887342
2008-12-30,1833.435,123.96803839410806,111.90106473555818,112.6306,871.204,92.14439660710966
2008-12-31,1817.722,124.11625580139454,110.99094859173593,112.6513,885.105,93.73347687038012
2009-01-05,1882.959,121.83923370529313,109.19521851730391,112.8266,908.621,93.37558132547083
2009-01-06,1942.795,123.76285973972334,108.89517635805537,112.8832,935.673,94.61664436762881
2009-01-07,1931.178,121.99279844744859,109.41974729165366,112.9637,938.707,92.29296891765144
2009-01-08,1887.991,122.71833513628022,108.96142550641427,113.0145,923.317,90.34477487427401
2009-01-09,1918.365,121.48663584783846,108.18417654388384,113.0734,943.622,88.17305098969814
2009-01-12,1920.687,120.85184278721538,107.8215576545676,113.0501,954.892,88.40431027626232
2009-01-13,1876.185,119.95019298248215,106.32695315915551,112.8096,928.823,86.34736649774877
2009-01-14,1955.244,121.61173687800225,105.37120662566679,112.5336,956.987,87.38908267528248
2009-01-15,1954.874,119.1233613999446,104.86057807459287,112.2604,942.062,88.4234663231906
2009-01-16,1990.214,118.03253931610205,102.11931364339104,112.0408,958.122,87.57916419069439
2009-01-19,2012.465,117.5942450546551,104.61520180535541,111.9271,960.328,87.8736667951
2009-01-20,2025.19,118.0815044642363,101.58560488617489,111.5799,953.979,88.9420407728166
2009-01-21,2021.71,115.06772280880399,101.23505977804868,111.4698,946.206,88.832547361593
2009-01-22,2044.551,113.18454198358825,101.9359313447618,111.6816,937.941,89.45088876274582
2009-01-23,2032.682,113.44086574316643,102.101262372328,111.7926,939.133,86.10055605338657
2009-02-02,2057.063,103.86332463048743,108.17791061241005,111.6728,932.234,80.7261035927607
2009-02-03,2108.91,103.34966521730556,108.10430642168274,111.4399,957.047,78.04971109066312
2009-02-04,2166.414,102.59907875105134,109.48957426356603,111.1416,967.303,78.9019018746753
2009-02-05,2150.971,101.31943837955224,109.778922691211,110.7321,964.292,78.94054173190679
2009-02-06,2237.28,102.73356430372131,108.06332506577112,110.8901,987.817,80.50842200875556
2009-02-09,2296.672,104.80366882408335,105.03582682346722,111.0206,1006.941,81.17962171233538
2009-02-10,2326.755,105.17881727945078,103.95322669008449,110.9899,1005.056,81.30778252683277
2009-02-11,2331.138,105.57747140744671,102.34038404505621,111.0658,978.017,81.5938761876595
2009-02-12,2318.343,107.362804275568,98.79413090278348,111.3405,988.443,78.59150494256863
2009-02-13,2399.065,106.78900843101849,99.00333219861892,111.3846,994.129,81.24863510717499
2009-02-16,2462.245,107.22600896670507,100.10827948179362,111.3481,975.655,80.4486022369216
2009-02-17,2385.293,106.79203969384776,100.8478768295036,111.1633,981.665,81.35779488950577
2009-02-18,2275.843,106.6238058902469,98.76583393136647,111.1836,953.42,79.33404472474281
2009-02-19,2298.412,106.6042472311479,97.46889525760788,111.2661,948.7,79.0671890036126
2009-02-20,2344.32,106.78025871672135,95.18425427639936,111.2399,951.867,77.98087391953594
2009-02-23,2410.481,107.94564156788557,94.71213613880303,111.2318,969.753,78.94380913452824
2009-02-24,2301.849,108.77575879857378,94.1406493279723,111.2673,954.485,77.47901736427805
2009-02-25,2304.251,111.68744957676482,93.83093233862637,111.2916,967.54,77.62323262259423
2009-02-26,2190.185,113.27826306404,93.11444715308825,111.3516,971.498,76.61652980886988
2009-02-27,2140.489,111.99219072929422,94.91854396507087,111.3368,964.118,75.46687225271978
2009-03-02,2164.666,113.05310839716331,95.12209565782727,111.1815,963.647,75.29576121028754
2009-03-03,2142.154,113.01266053011348,95.11713822851954,111.1587,963.697,74.64214491555872
2009-03-04,2285.149,112.23305592878941,95.28836118484374,111.1144,978.51,75.66414009173758
2009-03-05,2304.919,111.56851111210653,97.99349647565343,110.9881,980.151,76.86441268037782
2009-03-06,2286.576,110.63314347669689,97.92996915117168,111.0505,982.038,77.08911910297341
2009-03-09,2202.527,110.7700115781871,99.22915818302064,111.0579,972.698,75.1325416136552
2009-03-10,2240.782,113.1763731056944,98.24718928966982,111.0979,981.125,75.33895552062224
2009-03-11,2220.38,114.9538399269954,100.0727058914276,111.1608,978.532,75.68480927380423
2009-03-12,2215.7,116.90331861827823,100.60602738816524,111.1968,976.115,76.07213641874586
2009-03-13,2205.422,115.55305305148107,98.39459369963825,111.1966,981.32,77.39771297660091
2009-03-16,2241.614,115.05160682024238,100.45156267801107,111.2095,995.526,78.12307496496919
2009-03-17,2322.403,113.6463083224556,98.83677648713999,111.3069,1002.395,77.72114739311928
2009-03-18,2332.652,111.47029780785347,97.62935127998259,111.2918,1003.376,80.07764965404527
2009-03-19,2382.564,111.52442326169813,98.88376913855726,111.3221,1016.29,78.47673990365134
2009-03-20,2379.838,111.49723306424819,100.39689643705844,111.2939,1037.322,77.2473610138244
2009-03-23,2439.395,111.05612811914428,100.9170169733913,111.2929,1066.128,79.21063900514656
2009-03-24,2451.783,112.39962782029033,101.27473022763327,111.2327,1050.509,77.9377476846832
2009-03-25,2401.327,111.69932168143855,101.30234878201539,111.2068,1042.993,75.61454473437385
2009-03-26,2479.789,111.71297454546195,101.66534474071887,111.1763,1062.784,76.65846699801034
2009-03-27,2498.931,111.78855538256967,101.41883665567958,111.1292,1047.778,77.56677388257336
2009-03-30,2484.487,111.39883783544389,100.6648626592721,111.0697,1045.516,76.54111410750095
2009-03-31,2507.789,111.69982326839335,102.97358675385688,111.0724,1052.319,76.97685529288954
2009-04-01,2548.222,112.78439613449108,103.14388912034637,111.0384,1052.178,77.2100572241755
2009-04-02,2576.4,112.73396197566538,105.6666876602997,111.0288,1067.564,78.08197687102953
2009-04-03,2570.503,112.54115725405791,108.6003051609102,110.9145,1068.805,77.82262376782266
